S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
8,KATUKOJWALA NAGESWAR RAO,Independent,4111,3,4114,0.33
9,CHILAKABATHINI STALIN,Independent,3112,1,3113,0.25
10,SHAIK BAJI BABA,Independent,2422,2,2424,0.19
11,KASIMALLA NAGESWARA RAO,Independent,2232,5,2237,0.18
12,BANDARU NAGARAJU,Independent,2122,0,2122,0.17
13,SHAIK KHALEEL PASHA,Independent,2023,5,2028,0.16
14,EDURUGATLA CHITTI MALLU,Independent,1848,6,1854,0.15
15,GANGIREDDY KOTI REDDY,Independent,1789,1,1790,0.14
16,SHAIK SIRAJUDDIN,Independent,1661,2,1663,0.13
17,SHAIK AJJULU,Independent,1342,0,1342,0.11
18,KOPPULA SRINIVASA RAO,Jaibhim Rao Bharat Party,1271,2,1273,0.1
19,MADDISETTY YERRAPPA @ AJAY,Independent,1043,10,1053,0.08
20,SHAIK MOHMED RASOOL,Independent,1021,1,1022,0.08
21,LINGALA RAVI KUMAR,Independent,1017,1,1018,0.08
22,AVUTAPALLI RAMBABU,Independent,948,2,950,0.08
23,TEJAVATH JOGRAM NAIK,Independent,914,5,919,0.07
24,ANWAR RAICE,Socialist Party (India),754,0,754,0.06
25,ANANDA PRASAD KASINA,Pyramid Party of India,714,4,718,0.06
26,LINGAIAH DANDA,Independent,693,7,700,0.06
27,ANIL KUMAR MADDINENI,Independent,689,4,693,0.06
28,PAPETLA RAMAMURTHY,Sakala Janula Party,659,2,661,0.05
29,ANTHONI SURESH,Bahujana Left Party,607,9,616,0.05
30,M. RAVI CHANDAR CHOWHAN,Independent,597,4,601,0.05
31,THAMBALLA RAVI,Independent,503,5,508,0.04
32,BHATTU SRINIVAS,Jai Bharat National Party,472,4,476,0.04
33,NAGESWARA RAO LAKAVATH,Independent,363,5,368,0.03
34,MALAMPATI SURYANARAYANA,Independent,362,1,363,0.03
35,MUTYAM ARJUNA RAJU,Independent,349,2,351,0.03
36,NOTA,None of the Above,6657,125,6782,0.54
1,VAMSI KRISHNA GADDAM,Indian National Congress,470180,5407,475587,43.42
2,SRINIVAS GOMASE,Bharatiya Janata Party,339107,5116,344223,31.43
3,ESHWAR KOPPULA,Bharat Rashtra Samithi,191891,1465,193356,17.65
4,ERUKULLA RAJA NARSAIAH,Bahujan Samaj Party,6730,69,6799,0.62
5,VENUGOPAL MOYYI,Bahujan Mukti Party,5220,3,5223,0.48
6,MOTHE NARESH,Peoples Party of India (Democratic),4998,9,5007,0.46
7,RAMESH MANDA,Dharma Samaj Party,4314,20,4334,0.4
8,AMBOJU SUMALATHA,Alliance of Democratic Reforms Party,3770,13,3783,0.35
9,DURGAM RAMULU,Independent,3432,2,3434,0.31
10,MULKALLA RAJENDRAPRASAD,Independent,2786,3,2789,0.25
11,RAMCHANDAR NICHHAKOLA,Dalita Bahujana Party,2589,40,2629,0.24
12,KANDI CHANDU,Rashtriya Manav Party,2409,1,2410,0.22
13,RAMULA KARTHIK,Independent,2284,4,2288,0.21
14,MOLUGU VENKATESH,New India Party,2234,35,2269,0.21
15,ERUGURALA BHAGYALAXMI,Pyramid Party of India,2113,12,2125,0.19
16,GADDAM MARUTHI,Independent,2073,8,2081,0.19
17,NAVEEN NUKALA,Independent,2057,10,2067,0.19
18,MEKALA AKSHAY KUMAR,Independent,1899,3,1902,0.17
19,KATKURI SANDEEP,Independent,1867,5,1872,0.17
20,BOTLA CHANDRAIAH,Independent,1744,3,1747,0.16
21,ERIKILLA RAJESH,Independent,1731,3,1734,0.16
22,AKKAPAKA THIRUPATHI,Independent,1662,7,1669,0.15
23,DURGAM SANTHOSH,Prajarajya Samithi,1576,38,1614,0.15
24,MAMIDIPALLY BAPAIAH,Independent,1501,3,1504,0.14
25,DUDA MAHIPAL,Independent,1495,1,1496,0.14
26,BOODIDHA THIRUPATHI,Independent,1392,1,1393,0.13
27,DAGAM SRINIVAS,Independent,1384,4,1388,0.13
28,KADASI SHEKHAR,Independent,1266,6,1272,0.12
29,DR VASARLA NATHANIAL,Independent,1195,22,1217,0.11
30,AARNAKONDA RAJU,Independent,1160,7,1167,0.11
31,NARESH JANAGAMA,Independent,1117,6,1123,0.1
32,CHILUKA ANAND,Yuva Taram Party,1089,4,1093,0.1
33,TALLAPALLY NARESH,Independent,967,1,968,0.09
34,KURMA MAHENDER,Independent,863,2,865,0.08
35,CHANDANAGIRI SHRINIVAS,Independent,766,0,766,0.07
36,KASHI SATHISH KUMAR,Anti Corruption Dynamic Party,745,6,751,0.07
37,KANAKAIAH MULKALA,Socialist Party (India),709,11,720,0.07
38,SRINIVAS PANTHUKALA,Independent,701,2,703,0.06
39,KONKATI LINGA MURTHI,Independent,659,2,661,0.06
40,JUPAKA KIRAN,Independent,649,4,653,0.06
41,RAJKUMAR DURGAM,Independent,478,1,479,0.04
42,RAJESHAM RACHARLA,Independent,422,1,423,0.04
43,NOTA,None of the Above,5591,120,5711,0.52
1,BANDI SANJAY KUMAR,Bharatiya Janata Party,578827,6289,585116,44.57
2,VELCHALA RAJENDER RAO,Indian National Congress,357446,2461,359907,27.41
3,VINOD KUMAR BOIANAPALLI,Bharat Rashtra Samithi,280867,1296,282163,21.49
4,ABBADI BUCHI REDDY,Independent,11602,10,11612,0.88
5,ARUNA THALLAPALLY,Alliance of Democratic Reforms Party,9043,21,9064,0.69
6,KOTA SHYAM KUMAR,Independent,8744,12,8756,0.67
7,ANOSE KATKOORI,Independent,8699,7,8706,0.66
8,MAREPALLI MOGILAIAH,Bahujan Samaj Party,8010,99,8109,0.62
9,RAJENDER POTHURI,Independent,3250,7,3257,0.25
10,SRAVAN PEDDAPELLY,Bharathiya YuvaKula Dalam,3068,6,3074,0.23
11,GADDA SATHISH,Independent,2936,9,2945,0.22
12,ANILREDDY KADTHALA,National Nava Kranthi Party,2747,7,2754,0.21
13,CHILUVERU SRIKANTH,Dharma Samaj Party,2553,33,2586,0.2
14,AKSHAY KUMAR MEKALA,Independent,2219,5,2224,0.17
15,JOURNALIST VIKRAM REDDY VEMULAA,Independent,2090,6,2096,0.16
16,ASHOK PANCHIKA,Social Justice Party of India,1914,10,1924,0.15
17,GAVVALA LAXMI,Independent,1738,6,1744,0.13
18,GATTAIAH YADAV BARIGE,Independent,1688,6,1694,0.13
19,RANAPRATAP GATTU,Socialist Party (India),1606,7,1613,0.12
20,GUDISHE MOHAN,Independent,1471,3,1474,0.11
21,MANASA PERALA,Independent,1106,19,1125,0.09
22,PODISHETTI SAMMAIAH,Bahujan Mukti Party,994,0,994,0.08
23,VENKATANARSAIAH DYAGALA @ DEGALA,Independent,926,2,928,0.07
24,SHIVARATRI SRINIVAS,Independent,887,2,889,0.07
25,CHINTHA ANILKUMAR,Pyramid Party of India,823,7,830,0.06
26,CHEEKOTI VARUN KUMAR GUPTA,Telugu Congress Party,783,7,790,0.06
27,RAPOLE RAMKUMAR BHARADWAJ,Independent,572,3,575,0.04
28,DEVUNOORI SRINIVASU,Independent,465,0,465,0.04
29,NOTA,None of the Above,5373,65,5438,0.41
1,ARVIND DHARMAPURI,Bharatiya Janata Party,588244,4074,592318,48.02
2,JEEVANREDDY THATIPARTHI,Indian National Congress,480501,2576,483077,39.16
3,GOVERDHAN BAJIREDDY,Bharat Rashtra Samithi,101929,477,102406,8.3
4,GANTA CHARITHA RAO,Independent,5707,3,5710,0.46
5,YOUGENDAR GATLA,Alliance of Democratic Reforms Party,5439,14,5453,0.44
6,KOTAGIRI SRINIVAS,Independent,5308,4,5312,0.43
7,PUPPALA LIMBADRI,Bahujan Samaj Party,4220,43,4263,0.35
8,TUTUKURU JEEVAN REDDY,Independent,4085,6,4091,0.33
9,KANDELA SUMAN,Dharma Samaj Party,3842,44,3886,0.32
10,GOLI. NARESH,Dalita Bahujana Party,3017,7,3024,0.25
11,ARE RAJENDHAR,Independent,2906,1,2907,0.24
12,KOTHAKONDA SHAKTI PRASAD,Independent,2103,3,2106,0.17
13,VEMULAA VIKRAM REDDY,Independent,2073,1,2074,0.17
14,GOPI CHENDRIAH,Independent,1721,2,1723,0.14
15,ALI MANSOOR,Anna YSR Congress Party,1454,14,1468,0.12
16,GUYYA SAIKRISHNA MURTHY,Yuga Thulasi Party,1123,6,1129,0.09
17,SYED ASGAR,Independent,1046,2,1048,0.08
18,MALAVAT VITHAL,Independent,919,0,919,0.07
19,MOGILI RAJKUMAR,India Praja Bandhu Party,825,5,830,0.07
20,RAPELLY SRINIVAS,Independent,791,2,793,0.06
21,DESHABOINA LAXMINARAYANA,Independent,723,0,723,0.06
22,ABBAGONI ASHOK GOUD,Bahujana Left Party,641,8,649,0.05
23,DEVATHI SRINIVAS,Bahujan Mukti Party,624,12,636,0.05
24,B B NAIK,Independent,581,0,581,0.05
25,BHUKYA. NANDU,Vidhyarthula Rajakiya Party,574,6,580,0.05
26,RAPALLY SATYANARAYANA,Independent,425,1,426,0.03
27,RAGI ANIL,Independent,367,8,375,0.03
28,PALAMURI SAI NIKHIL,Independent,303,4,307,0.02
29,PRASHANTH KATRAJI,Independent,284,0,284,0.02
30,NOTA,None of the Above,4440,43,4483,0.36
1,SURESH KUMAR SHETKAR,Indian National Congress,523919,4499,528418,42.73
2,B. B. PATIL,Bharatiya Janata Party,476023,6207,482230,39.0
3,ANILKUMAR GALI,Bharat Rashtra Samithi,171412,666,172078,13.92
4,KOTHA BALIJA BASWARAJ,Telangana Praja Shakthi Party,8362,11,8373,0.68
5,CHAVAGANI MANI,Alliance of Democratic Reforms Party,6295,14,6309,0.51
6,YAKUB SHARIF MD,Independent,5484,5,5489,0.44
7,MAHADHEV SWAMI MATAM,Independent,5408,4,5412,0.44
8,B. MARUTHI RAO,Independent,4248,4,4252,0.34
9,S. RAJU,Independent,3511,3,3514,0.28
10,SATYANARAYANA GOUD KOVURI,Independent,2875,1,2876,0.23
11,RAMESH. SAJJAPUR.,Independent,2477,2,2479,0.2
12,KAMMARI ANANDEESHWAR,Independent,2381,3,2384,0.19
13,JAIPAL NAYAK JADAVATH,Independent,2217,51,2268,0.18
14,GURRAPU MACHANDER,All India Forward Bloc,1760,9,1769,0.14
15,T.D.S. MANI,Dharma Samaj Party,1628,27,1655,0.13
16,MOHD SADDAM,Independent,1567,1,1568,0.13
17,MALEPU MOHAN REDDY,Pyramid Party of India,1095,7,1102,0.09
18,ASHOK TALARI,Independent,831,6,837,0.07
19,ROMALA BABU DURGAIAH,India Praja Bandhu Party,601,2,603,0.05
20,NOTA,None of the Above,2933,44,2977,0.24
1,MADHAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,463777,7440,471217,33.99
2,NEELAM MADHU,Indian National Congress,427899,4179,432078,31.17
3,P. VENKATRAMA REDDY,Bharat Rashtra Samithi,395250,1540,396790,28.62
4,NANDA KISHORE TALLADA,Alliance of Democratic Reforms Party,17191,25,17216,1.24
5,SARA YADAGIRI GOUD,Praja Velugu Party,11056,4,11060,0.8
6,BODAPATLA ESHWAR,Bahujan Samaj Party,7423,40,7463,0.54
7,DUBALA SRI SAILAM,Independent,5161,5,5166,0.37
8,ADLA KUMAR,Independent,5113,3,5116,0.37
9,BANDAPALLY SRINIVAS,Socialist Unity Centre Of India (COMMUNIST),2366,0,2366,0.17
10,ANIL GOUD,Bharat Jodo Party,2128,4,2132,0.15
11,ABHILASH CHELIMELA,Independent,2031,0,2031,0.15
12,ATI ANJANEYULU,Independent,2029,9,2038,0.15
13,MAISANGARI SUNIL,India Praja Bandhu Party,2009,2,2011,0.15
14,PRADEEP,Independent,2006,4,2010,0.14
15,INDRAGOUD SILIVERI,National Nava Kranthi Party,1773,1,1774,0.13
16,NAGAMANI ACHA,Independent,1538,2,1540,0.11
17,A. KRANTHI KUMAR,Independent,1465,2,1467,0.11
18,MAREPALLY LAXMINARAYANA,Independent,1411,3,1414,0.1
19,BALESH UPPARI,Independent,1390,3,1393,0.1
20,VENKATESH BEJUGAM,Independent,1263,1,1264,0.09
21,BOMMALA VIJAY KUMAR,Independent,1194,2,1196,0.09
22,ANNELA LAXMAN,Dharma Samaj Party,1143,9,1152,0.08
23,ABHILASH SHIRNA,Independent,923,1,924,0.07
24,DODLA VENKAT,Telangana Praja Shakthi Party,915,2,917,0.07
25,ABISHEK GOUD THABETI,Jana Shankhaaraavam Party,792,5,797,0.06
26,MEDI SRINIVAS REDDI,Independent,791,2,793,0.06
27,VUTLA RAMESH,Independent,778,0,778,0.06
28,D. NARAHARI,Independent,674,1,675,0.05
29,GOLLAPALLY SAYA GOUD,Pyramid Party of India,656,2,658,0.05
30,SATYANARAYANA GOUD KOVURI,Independent,607,0,607,0.04
31,DASARI BHANUCHANDER,Independent,573,2,575,0.04
32,DADIGE RAJENDAR,Independent,556,3,559,0.04
33,C.H. NAVEEN KUMAR,Independent,529,2,531,0.04
34,KONDI ASHOK,Independent,509,0,509,0.04
35,URELLI YELLAIAH,Viduthalai Chiruthaigal Katchi,492,2,494,0.04
36,GONDHI BHUJANGAMU,Independent,430,1,431,0.03
37,MOHD AZHER,Independent,414,2,416,0.03
38,S RAJESH SAGAR,Independent,348,0,348,0.03
39,KASOJU SRIKANTH,Independent,344,0,344,0.02
40,K. LAXMINARAYANA,Independent,317,0,317,0.02
41,KOLKUR PRATAP,Independent,292,1,293,0.02
42,GADILA ANJANEYULU,Independent,289,1,290,0.02
43,GOUTI MALLESH,Independent,247,1,248,0.02
44,K.RAGHU,Independent,222,2,224,0.02
45,NOTA,None of the Above,4582,35,4617,0.33
1,EATALA RAJENDER,Bharatiya Janata Party,980712,10330,991042,51.25
2,PATNAM SUNEETHA MAHENDER REDDY,Indian National Congress,593337,6230,599567,31.0
3,RAGIDI LAXMA REDDY,Bharat Rashtra Samithi,298697,1789,300486,15.54
4,THALLADA VENKATESWARLU,Independent,6784,16,6800,0.35
5,ANITHA REDDY SHEELAM,Bahujan Samaj Party,4718,61,4779,0.25
6,VAISHNAVI PRASAD,Independent,1894,18,1912,0.1
7,PAREE (PESARIKAYALA PAREEKSHITH REDDY),Independent,1831,4,1835,0.09
8,DONTHULA BIKSHAPATHI,Independent,1813,8,1821,0.09
9,BHARATHA SUDARSHAN,Independent,1639,4,1643,0.08
10,APPARAO KONDA,Rashtra Samanya Praja Party,1157,5,1162,0.06
11,MOUTAM SAMPATH,Independent,1135,2,1137,0.06
12,RAJESH MISHRA,Independent,1110,0,1110,0.06
13,BANJAPALLY SUDHA RANI,Independent,1064,5,1069,0.06
14,CHIRIPI REDDY RAMESH,Independent,986,1,987,0.05
15,PEDDAPALLI SANDEEP,Bharathiya YuvaKula Dalam,930,3,933,0.05
16,BOIN DURGA PRASAD YADAV,Dharma Samaj Party,778,11,789,0.04
17,CHAMAKURA RAJAIAH ALIAS PIDIKILI RAJU,Social Justice Party of India,722,1,723,0.04
18,NARRA SUKHENDER REDDY,Vidhyarthula Rajakiya Party,690,4,694,0.04
19,KANTE SAYANNA,Independent,539,0,539,0.03
20,JUVVA PHANI KUMAR CHOWDARY,Jai Bharat National Party,505,3,508,0.03
21,YADISHWAR NAKKA,Telangana Republican Party,492,2,494,0.03
22,R. SUBENDER SINGH,Independent,446,1,447,0.02
23,NOTA,None of the Above,13206,160,13366,0.69
1,G. KISHAN REDDY,Bharatiya Janata Party,468311,4701,473012,45.15
2,DANAM NAGENDER,Indian National Congress,420220,2848,423068,40.38
3,PADMA RAO . T,Bharat Rashtra Samithi,128680,906,129586,12.37
4,DR. BASWANANDAM DANDEPU,Bahujan Samaj Party,2248,20,2268,0.22
5,SARARAPU SRISAILAM,Telangana Rajya Samithi,1726,1,1727,0.16
6,SAPAVAT SUMAN,Independent,996,0,996,0.1
7,R.S.J. THOMAS,Jai Swaraj Party,971,3,974,0.09
8,RAASALA VINOD KUMAR,Dharma Samaj Party,820,6,826,0.08
9,KOLISETTY SHIVA KUMAR,Yuga Thulasi Party,678,1,679,0.06
10,MACHCHERLA VENKATA REDDY,Independent,672,1,673,0.06
11,MOHAMMED AKRAM ALI KHAN,Independent,596,1,597,0.06
12,MOHAMMED RAFIUDDIN KALEEM,All India Majlis-E-Inquilab-E-Millat,478,6,484,0.05
13,LUNAVATH HARI RAM,Independent,474,0,474,0.05
14,BOGGULA SUNIITHHA,Independent,417,1,418,0.04
15,MOHAMMED AYUB ALI,Anna YSR Congress Party,406,4,410,0.04
16,MOHAMMED FASI UDDIN,Independent,341,1,342,0.03
17,PULIMAMIDI VENKATESH GUPTA,Independent,340,0,340,0.03
18,IBRAHIM KHAN,Independent,315,5,320,0.03
19,ANDRAPU SUDARSHAN,Independent,312,3,315,0.03
20,JUNAID ANAM SIDDIQUI,Independent,294,1,295,0.03
21,KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,283,2,285,0.03
22,DR. R. GANGADHAR,Socialist Unity Centre Of India (COMMUNIST),280,1,281,0.03
23,UTTAM PRAVEEN KUMAR,Independent,273,1,274,0.03
24,GOWLIKAR SONY,Social Justice Party of India,269,3,272,0.03
25,BATHULA RAVI,Independent,252,0,252,0.02
26,P C LINGANNA,Independent,243,0,243,0.02
27,MOHAMMED IBRAHIM AHMED,Independent,240,2,242,0.02
28,SANGALA FLORY,Independent,223,0,223,0.02
29,MOHAMMED ABDUL AZEEM,Independent,220,1,221,0.02
30,GANESH BHARGAVI GUNDE,Jai Bharat National Party,220,3,223,0.02
31,V. K. VIJAYA LAKSHMI,Independent,213,3,216,0.02
32,CHEEKATI BHUPAL GOUD,All India Backward People Sunami Party,209,1,210,0.02
33,BOMMAKANTI SOWMYA,Pyramid Party of India,201,4,205,0.02
34,KRUPAVARAM GANDU,Independent,159,2,161,0.02
35,PAMPARI NARENDER,Independent,143,0,143,0.01
36,SYED KHADER,Independent,132,1,133,0.01
37,B . SUNITHA RANI,Socialist Party (India),130,3,133,0.01
38,CHALIKA CHANDRA SEKHAR,Independent,129,0,129,0.01
39,PAGIDIPALLI SHYAMSON,Viduthalai Chiruthaigal Katchi,126,4,130,0.01
40,REDDYMALLA PARVATHI,Independent,126,1,127,0.01
41,VELAMARTHI. RAVI KIRAN,Independent,123,1,124,0.01
42,K. MURALI KRISHNA,Independent,120,0,120,0.01
43,DEVENDAR KONNE,Independent,117,0,117,0.01
44,KONDOJU MOHAN,Independent,113,1,114,0.01
45,MD KHALEEL UZ ZAMA,Independent,110,1,111,0.01
46,NOTA,None of the Above,5092,74,5166,0.49
1,ASADUDDIN OWAISI,All India Majlis-E-Ittehadul Muslimeen,659278,2703,661981,61.28
2,MADHAVI LATHA KOMPELLA,Bharatiya Janata Party,320481,3413,323894,29.98
3,MOHAMMED WALIULLAH SAMEER,Indian National Congress,62497,465,62962,5.83
4,SRINIVAS YADAV GADDAM,Bharat Rashtra Samithi,18498,143,18641,1.73
5,MEKALA RAGHUMA REDDY,Yuga Thulasi Party,2231,1,2232,0.21
6,DR.J.PADMAJA,Viduthalai Chiruthaigal Katchi,899,1,900,0.08
7,K.S.KRISHNA,Bahujan Samaj Party,763,6,769,0.07
8,RAMESH KUMAR MATANGI,Sakala Janula Party,663,0,663,0.06
9,KRANTHI KUMAR BANDELA,Indian National Yuva Jana Party,561,1,562,0.05
10,M.JOHNSON,All India Mahila Empowerment Party,515,0,515,0.05
11,JAMEEL SAYED,Alliance of Democratic Reforms Party,492,0,492,0.05
12,ASHOK KUMAR MAMBA,Maa Telangana Party,422,1,423,0.04
13,DR.LUBNA SARWATH,Vidhyarthula Rajakiya Party,410,1,411,0.04
14,SARAF TULASI GUPTA,Praja Ektha Party,281,0,281,0.03
15,V.SHANKER,Yuva Taram Party,275,1,276,0.03
16,GADDAM HARISH GOUD,Dharma Samaj Party,269,2,271,0.03
17,SYED ANWAR,Independent,251,0,251,0.02
18,KHAJA MOINUDDIN,All India Majlis-E-Inquilab-E-Millat,233,1,234,0.02
19,AMJAD KHAN,Independent,195,1,196,0.02
20,AMBI HANUMANTH RAO,Socialist Party (India),161,1,162,0.01
21,SHAIK BASHA,Dalita Bahujana Party,153,0,153,0.01
22,M.K.AHMED,Independent,149,0,149,0.01
23,SALVERU RAMESH,Indian Praja Congress,141,0,141,0.01
24,L.ASHOKNATH,Telangana Prajaa Jeevana Rythu Party,141,0,141,0.01
25,J.SHYAMSUNDER RAO,Independent,138,0,138,0.01
26,ANDE USHA KANNA,Bahujan Mukti Party,133,0,133,0.01
27,SATTI SHABABU REDDY,Independent,123,0,123,0.01
28,ANIL SEN,Independent,111,0,111,0.01
29,CHAITANYA KUMAR REDDY PELLAKURU,Independent,110,0,110,0.01
30,SILIVERU NARESH,Telangana Jaghir Party,103,0,103,0.01
31,NOTA,None of the Above,2867,39,2906,0.27
