S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
4,SENTHILNATHAN. P,Amma Makkal Munnettra Kazagam,99561,1186,100747,9.54
5,SELVARAJ. S,Independent,14781,15,14796,1.4
6,DAMODARAN. S,Independent,5138,28,5166,0.49
7,ALLIMUTHU. M,Bahujan Samaj Party,4353,78,4431,0.42
8,RAJENDRAN. S,Independent,3489,10,3499,0.33
9,JEEVANANTHAM. M,Independent,2879,73,2952,0.28
10,SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,2587,59,2646,0.25
11,KARUPPIAH. S,Independent,2156,15,2171,0.21
12,BACKIYARAJ VELLAISAMY,Naadaalum Makkal Katchi,2120,163,2283,0.22
13,SATHIS KUMAR. S,Independent,2048,4,2052,0.19
14,KAVITHA. S,Independent,1719,17,1736,0.16
15,NAGARAJAN. M,Independent,1656,8,1664,0.16
16,GOVINDARASU. P,Independent,1562,4,1566,0.15
17,ANBIN AMUDHAN. R,Independent,1492,6,1498,0.14
18,DURAIRAJ. A,Independent,1455,8,1463,0.14
19,SASIKUMAR. P,Independent,1346,6,1352,0.13
20,PANNEERSELVAM. P,Independent,1255,8,1263,0.12
21,DURAI. S,Independent,1198,4,1202,0.11
22,ANAND SELVARAJ,Independent,1172,6,1178,0.11
23,SANKAR. R,Independent,1162,4,1166,0.11
24,AMBIVENKATESAN,Independent,972,6,978,0.09
25,DURAI. T,Independent,877,3,880,0.08
26,SATHYAMURTHY. T,Independent,826,8,834,0.08
27,VIJAYAKUMAR. P,Independent,797,5,802,0.08
28,PERIYASAMY. V,Independent,771,3,774,0.07
29,AKILA. M,Independent,742,5,747,0.07
30,ROJA RAMANI. S,Anna MGR Dravida Makkal Kalgam,738,39,777,0.07
31,RAJENDRAN. P,Independent,674,1,675,0.06
32,MANIKANDARAJ. S,Independent,601,7,608,0.06
33,MURUGESAN. P,Independent,494,3,497,0.05
34,JOSEPH. L,Samaniya Makkal Nala Katchi,482,9,491,0.05
35,MUTHURAJA. T,Independent,428,3,431,0.04
36,NOTA,None of the Above,13560,289,13849,1.31
1,ARUN NEHRU,Dravida Munnetra Kazhagam,598003,5206,603209,53.42
2,CHANDRAMOHAN N D,All India Anna Dravida Munnetra Kazhagam,212495,1607,214102,18.96
3,PAARIVENDHAR T R,Bharatiya Janata Party,160606,1260,161866,14.33
4,THENMOZHI R,Naam Tamilar Katchi,112200,892,113092,10.02
5,MANI S,Independent,3950,1,3951,0.35
6,MADHU R,Independent,3498,10,3508,0.31
7,RENGARAJ S,Independent,3251,22,3273,0.29
8,ELANGOVAN R,Bahujan Samaj Party,3033,26,3059,0.27
9,VASUDEVAN A,Independent,1355,7,1362,0.12
10,ARUN NEHRU,Independent,1280,19,1299,0.12
11,LAKSHMANAN,Independent,1087,0,1087,0.1
12,PARY T,Independent,1077,4,1081,0.1
13,ANANDARAJU R,Independent,1009,6,1015,0.09
14,JAYAKUMAR K,Samaniya Makkal Nala Katchi,1003,3,1006,0.09
15,TAMILSELVAN M,Independent,872,6,878,0.08
16,THANGAMANI K,Independent,868,5,873,0.08
17,P K AMMAN G SIVAKUMAR,Independent,740,15,755,0.07
18,EBINESAN M,Independent,731,17,748,0.07
19,MURUGANANTHAM T,Independent,730,3,733,0.06
20,SUDHAKAR S,Independent,550,5,555,0.05
21,SAMBATH D,Independent,530,2,532,0.05
22,MUTHUKUMAR,Independent,467,2,469,0.04
23,VEERAMALAI K,Independent,449,2,451,0.04
24,NOTA,None of the Above,10075,247,10322,0.91
1,M.K. VISHNUPRASAD,Indian National Congress,450401,4652,455053,44.11
2,P. SIVAKOZHUNDU,Desiya Murpokku Dravida Kazhagam,267707,1450,269157,26.09
3,THANKAR BACHAN,Pattali Makkal Katchi,202372,2872,205244,19.9
4,V. MANIVASAGAN,Naam Tamilar Katchi,56863,561,57424,5.57
5,S. ARIVUDAINAMBI,Anti Corruption Dynamic Party,6479,21,6500,0.63
6,A. BALAJI,Independent,5440,10,5450,0.53
7,V.THANIGAISELVAN,Bahujan Samaj Party,3917,54,3971,0.38
8,K. MAYAKRISHNAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,3696,6,3702,0.36
9,SU.VA. DHATSHANAMOORTHY,Independent,3414,5,3419,0.33
10,S. RAMALINGAM,Independent,3208,8,3216,0.31
11,G. PICHAMUTHU,Independent,2186,8,2194,0.21
12,R. ANANDHI,Independent,1677,19,1696,0.16
13,S. CHAKKARAVARTHY,Independent,1484,4,1488,0.14
14,R. SRINIVASAN,Independent,1352,11,1363,0.13
15,V. DAKSHANAAMURTHY,Independent,1276,10,1286,0.12
16,THANGA MURUGAN,Desiya Makkal Sakthi Katchi,1030,6,1036,0.1
17,R. RAJASEKAR,Independent,701,11,712,0.07
18,R. PRAKASH,Independent,694,6,700,0.07
19,S. RAJAMOHAN,Independent,659,1,660,0.06
20,NOTA,None of the Above,7084,208,7292,0.71
1,THIRUMAAVALAVAN THOL,Viduthalai Chiruthaigal Katchi,501851,3233,505084,43.28
2,CHANDRAHASAN M,All India Anna Dravida Munnetra Kazhagam,399502,2028,401530,34.4
3,KARTHIYAYINI P,Bharatiya Janata Party,166114,2379,168493,14.44
4,JANCIRANI R,Naam Tamilar Katchi,65116,473,65589,5.62
5,NEELAMEGAM K,Bahujan Samaj Party,3177,26,3203,0.27
6,TAMILVENDHAN P,Independent,3043,19,3062,0.26
7,PERUMAL S,Independent,2231,8,2239,0.19
8,VETTRIVEL G,Independent,2039,2,2041,0.17
9,ARCHUNAN M A T,Independent,1833,3,1836,0.16
10,DHAMODHARAN S,Naadaalum Makkal Katchi,1628,14,1642,0.14
11,RATHA G,Independent,1273,7,1280,0.11
12,RAJAMANICKAM C,Independent,1068,19,1087,0.09
13,CHINNADURAI A,Independent,628,10,638,0.05
14,ELAVARASAN C,Independent,584,2,586,0.05
15,NOTA,None of the Above,8631,130,8761,0.75
1,SUDHA R,Indian National Congress,516534,1925,518459,47.67
2,BABU P,All India Anna Dravida Munnetra Kazhagam,246083,1193,247276,22.73
3,STALIN M K,Pattali Makkal Katchi,165770,667,166437,15.3
4,KALIYAMMAL P,Naam Tamilar Katchi,127276,366,127642,11.73
5,KARTHICK A,Samaniya Makkal Nala Katchi,3888,3,3891,0.36
6,ILANCHEZHIAN T,Bahujan Samaj Party,2878,20,2898,0.27
7,BABU S,Independent,1832,6,1838,0.17
8,MANIMARAN T,Independent,1710,1,1711,0.16
9,NAGARAJAN K,Independent,1342,5,1347,0.12
10,SILAMBARASAN D,Independent,1255,1,1256,0.12
11,JAFARULLAH KHAN F,Independent,1230,6,1236,0.11
12,PANDIYARAJAN S,Independent,1169,5,1174,0.11
13,TIMOTHY T,Independent,1165,10,1175,0.11
14,VEDARETHINAM S,Anna MGR Dravida Makkal Kalgam,780,2,782,0.07
15,NITHIYANANTHAM S,Naadaalum Makkal Katchi,735,4,739,0.07
16,SRINIVASAN V,Independent,609,8,617,0.06
17,DHAKSHINAMOORTHY M,Independent,518,17,535,0.05
18,NOTA,None of the Above,8642,53,8695,0.8
1,SELVARAJ V,Communist Party of India,462759,2285,465044,47.79
2,DR SURSITH SANKAR G,All India Anna Dravida Munnetra Kazhagam,254676,1411,256087,26.32
3,KARTHIKA M,Naam Tamilar Katchi,130846,448,131294,13.49
4,RAMESHGOVIND S G M,Bharatiya Janata Party,101535,638,102173,10.5
5,VIJAYARAGAVAN N,Independent,3072,30,3102,0.32
6,SUBRAMANIAN K,Independent,2434,33,2467,0.25
7,JAGADEESH J BE,Bahujan Samaj Party,1789,17,1806,0.19
8,BOOMINATHAN B,Desiya Makkal Sakthi Katchi,1048,2,1050,0.11
9,PREM S,Independent,1047,23,1070,0.11
10,NOTA,None of the Above,8843,75,8918,0.92
1,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,515307,1321,516628,47.0
2,DR.TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,289229,1454,290683,26.44
3,DR.J.JAYAVARDHAN,All India Anna Dravida Munnetra Kazhagam,172108,383,172491,15.69
4,S.TAMILCHELVI,Naam Tamilar Katchi,83821,151,83972,7.64
5,M.G.RAMU,Jebamani Janata,3526,8,3534,0.32
6,M.AZARUTHEEN,Independent,1808,4,1812,0.16
7,G.P. ROBERT,Bahujan Samaj Party,1596,3,1599,0.15
8,R.RAVICHANDRAN,Independent,835,0,835,0.08
9,S.MANIMARAN,Independent,803,0,803,0.07
10,FARMER JAYARAMAN. S.K.J,Desiya Makkal Sakthi Katchi,790,2,792,0.07
11,A.K.D. ELLAPPAN,Mahathma Makkal Munnetra Kazhakam,761,0,761,0.07
12,K.KANNAN,Independent,625,0,625,0.06
13,BALAJI. G. MANGADU,Aravor Munnetra Kazhagam,588,1,589,0.05
14,KUTTIMANI. S,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,565,0,565,0.05
15,R.KANCHANA,Tamizhaga Murpokku Makkal Katchi,565,1,566,0.05
16,SASI REKHA,Naadaalum Makkal Katchi,557,2,559,0.05
17,P. SATHEESH KUMAR,Independent,520,1,521,0.05
18,P.SEKAR,Thakkam Katchi,435,0,435,0.04
19,R.YOGESHWARAN,Independent,425,1,426,0.04
20,J. SATHISH,Independent,418,0,418,0.04
21,V.P. RAVIKKARAN,Independent,372,1,373,0.03
22,A.PONNUDURAI,Independent,362,0,362,0.03
23,N.V.DAMODARAN,National Maha Sabha Party,341,2,343,0.03
24,M.MUNUSWAMY,Viro Ke Vir Indian Party,326,4,330,0.03
25,KARTHIK MURTHY,Independent,312,3,315,0.03
26,V.P.SURESH,Independent,288,1,289,0.03
27,E.RAMESH,Independent,270,0,270,0.02
28,R.BALAJI,Independent,264,0,264,0.02
29,DINESH KUMAR. B,Independent,253,0,253,0.02
30,A.BABU,Independent,246,0,246,0.02
31,DAYALAN. R,Independent,241,1,242,0.02
32,VIJIRATHINAM. M,Independent,237,0,237,0.02
33,V.SIVAKUMAR,Independent,217,0,217,0.02
34,MURUGAN. P,Independent,182,0,182,0.02
35,G.RAMESHBABU,Independent,178,1,179,0.02
36,S.RAJASEKARAN,Independent,177,1,178,0.02
37,N.NARAYANASWAMY,Independent,175,0,175,0.02
38,R.DEVENDRAN,Independent,167,1,168,0.02
39,PARTHIBAN. S,Independent,165,1,166,0.02
40,I. DAVIDSINGH,Independent,150,1,151,0.01
41,E RAVENDRAN,Independent,114,0,114,0.01
42,NOTA,None of the Above,15607,46,15653,1.42
1,MURASOLI S,Dravida Munnetra Kazhagam,498822,3423,502245,48.82
2,SIVANESAN P,Desiya Murpokku Dravida Kazhagam,182172,490,182662,17.76
3,MURUGANANTHAM M,Bharatiya Janata Party,169587,1026,170613,16.59
4,HUMAYUN KABIR,Naam Tamilar Katchi,119683,610,120293,11.69
5,RENGASAMY C,Independent,18130,61,18191,1.77
6,SARAVANAN M,Independent,6730,65,6795,0.66
7,SENTHIL KUMAR N,Independent,4133,25,4158,0.4
8,EZHILARASAN S,Independent,3834,17,3851,0.37
9,JAYABAL A,Bahujan Samaj Party,2400,10,2410,0.23
10,SANTHOSH M,Independent,1982,10,1992,0.19
11,ER ARJUN S,Independent,1440,6,1446,0.14
12,KARIKALA CHOLAN S,Independent,1209,8,1217,0.12
13,NOTA,None of the Above,12674,159,12833,1.25
1,KARTI P CHIDAMBARAM,Indian National Congress,425631,2046,427677,40.6
2,XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,221255,758,222013,21.08
3,DHEVANATHAN YADAV T,Bharatiya Janata Party,194559,1229,195788,18.59
4,EZHILARASI,Naam Tamilar Katchi,162558,854,163412,15.51
5,DHANALAKSHMI M,Independent,8494,18,8512,0.81
6,GOVINDHARAJU M.G,Independent,4231,10,4241,0.4
7,NAGARAJAN KR,Independent,3682,14,3696,0.35
8,PALANIYAPPAN R,Independent,3426,1,3427,0.33
9,RANJITHKUMAR BALUSWAMY,Bahujan Samaj Party,3160,11,3171,0.3
10,BASKARAN S,Independent,2191,3,2194,0.21
11,KALAISELVAM K,Independent,1660,3,1663,0.16
12,MALAISAMY K,Independent,1524,3,1527,0.14
13,SEKAR A,Independent,1285,7,1292,0.12
14,SELVARAJ P,Independent,1108,3,1111,0.11
15,THILLAIVASAGAM M,Vidiyalai Thedum Indhiyargal Party,1068,5,1073,0.1
16,ASHOK KUMAR K,Independent,1030,4,1034,0.1
17,KARTHICK C,Independent,975,6,981,0.09
18,MUTHARASU PANDIYAN V,Independent,824,4,828,0.08
19,KALAIRAJA B,Independent,816,3,819,0.08
20,KARTHIKAIRAJAN P,Independent,762,9,771,0.07
21,NOTA,None of the Above,8119,70,8189,0.78
1,VENKATESAN S,Communist Party of India (Marxist),428201,2122,430323,43.6
2,RAAMA SREENIVASAN,Bharatiya Janata Party,219035,1879,220914,22.38
3,SARAVANAN P,All India Anna Dravida Munnetra Kazhagam,204163,641,204804,20.75
4,SATHYADEVI T,Naam Tamilar Katchi,92386,493,92879,9.41
5,VELMURUGAN A,Bharatiya Praja Aikyata Party,5966,43,6009,0.61
6,VENKATESAN M,Independent,2497,8,2505,0.25
7,RAMAR PANDI T,Bahujan Samaj Party,2489,17,2506,0.25
8,SHANMUGA SUNDARAM A,United Republican Party of India,2338,11,2349,0.24
9,PERIYASAMY K,Independent,1966,2,1968,0.2
10,PANDIYAN S,Bahujan Dravida Party,1559,3,1562,0.16
11,BOOMINATHAN C,Independent,1211,2,1213,0.12
12,MUTHUPANDI S,Independent,1206,1,1207,0.12
13,RAMANATHAN S,Independent,1191,3,1194,0.12
14,VENKATESH S,Independent,1041,5,1046,0.11
15,SANKARAPANDI M.P.,Independent,1025,4,1029,0.1
16,GOPISON M.M.,Independent,942,4,946,0.1
17,SARAVANAN K.K.,Independent,843,1,844,0.09
18,GOPALAKRISHNAN S,Independent,745,1,746,0.08
19,CHANDRASEKAR N,Independent,708,3,711,0.07
20,PANDIYAN P,Socialist Unity Centre Of India (COMMUNIST),576,2,578,0.06
21,AVADAINATHAN V,Independent,461,1,462,0.05
22,NOTA,None of the Above,11074,100,11174,1.13
1,THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,569110,2383,571493,50.08
2,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,289909,2759,292668,25.65
3,NARAYANASAMY V T,All India Anna Dravida Munnetra Kazhagam,154871,716,155587,13.63
4,MADHAN,Naam Tamilar Katchi,75495,1339,76834,6.73
5,PRAKASH P,Independent,6293,5,6298,0.55
6,PANDIKUMAR S,Independent,3907,60,3967,0.35
7,AJEETHKUMAR S,Independent,2977,29,3006,0.26
8,PARAMASIVAN S,Independent,2852,14,2866,0.25
9,PARTHIBAN G,Independent,2275,2,2277,0.2
10,JEEVA M,Bahujan Samaj Party,2123,99,2222,0.19
11,CHARCHIL DURAI P,Humanity for Peace Party,1905,30,1935,0.17
12,PREMA S,Independent,1225,7,1232,0.11
13,MANIKANDAN R,Independent,1195,6,1201,0.11
14,REVATHI K,Independent,1115,13,1128,0.1
15,MUDIYARASU,All India Youth Development Party,1078,16,1094,0.1
16,THIAGARAJAN O V,Independent,924,8,932,0.08
17,VASANTHA SARAVANAN,Independent,803,2,805,0.07
18,VIJAYAN K,Independent,665,2,667,0.06
19,SETHUPATHI G,Independent,613,4,617,0.05
20,JOHNGILBERTRAJ,Independent,598,5,603,0.05
21,AATHIMUTHUKUMAR M,Independent,587,5,592,0.05
22,MUTHUKUMAR,Independent,539,4,543,0.05
23,HARIKRISHNAKUMAR R,Independent,481,5,486,0.04
24,SATHEESH KUMAR A,Independent,447,6,453,0.04
25,KUMAR,Independent,376,1,377,0.03
26,NOTA,None of the Above,11206,130,11336,0.99
1,MANICKAM TAGORE B,Indian National Congress,382876,2380,385256,36.28
2,VIJAYAPRABHAKARAN V,Desiya Murpokku Dravida Kazhagam,378243,2634,380877,35.87
3,RADIKAA R,Bharatiya Janata Party,164149,2122,166271,15.66
4,KAUSHIK S,Naam Tamilar Katchi,76122,909,77031,7.25
5,RAJESH,Independent,6167,6,6173,0.58
6,ASHOK KUMAR M,Bharatiya Praja Aikyata Party,5228,65,5293,0.5
7,SEKAR S,Hindu Samaj Party,3436,10,3446,0.32
8,MANIKANDAN M,Independent,3341,5,3346,0.32
9,MAYAK KANNAN,Independent,2749,2,2751,0.26
10,MAHENDRA RAMAKRISHNAN P,Independent,2404,1,2405,0.23
11,SURESH,Bahujan Samaj Party,2378,19,2397,0.23
12,SELVI K,Independent,2165,23,2188,0.21
13,PANDIYAMMAL R,Independent,2128,5,2133,0.2
14,SUDALAIMANI M,Independent,1357,2,1359,0.13
15,PALANICHAMY P,Bahujan Dravida Party,1261,2,1263,0.12
16,PALANISAMY K,Independent,1251,6,1257,0.12
17,VENKATESWARAN V K,Independent,1242,5,1247,0.12
18,SELVARAJAN V V,Independent,1120,1,1121,0.11
19,MARIEESWARI M,Independent,1100,10,1110,0.1
20,SANKARANARAYANAN N,Independent,994,4,998,0.09
21,SELVAKUMAR M,Independent,896,6,902,0.08
22,MUTHUKANNU C,Tamilaga Makkal Nala Katchi,753,8,761,0.07
23,MARISELVAM S,All India People Development Party,708,3,711,0.07
24,JEYARAJ T,Independent,602,8,610,0.06
25,VEDHA @ DHAMODHARAN,Independent,599,1,600,0.06
26,RAJAGOPAL S,Independent,525,2,527,0.05
27,GANESHAMOORTHI G,Independent,457,3,460,0.04
28,NOTA,None of the Above,9256,152,9408,0.89
1,NAVASKANI K,Indian Union Muslim League,506690,2974,509664,45.92
2,PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,340778,2104,342882,30.89
3,JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,98757,1023,99780,8.99
4,DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,96701,971,97672,8.8
5,MUVITH KUMAR N,Independent,7901,18,7919,0.71
6,SENTHILMALLAR K,Independent,6629,198,6827,0.62
7,SIVASHANKAR N,Independent,6583,10,6593,0.59
8,KANNADHASAN R,Independent,3485,17,3502,0.32
9,SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,2943,14,2957,0.27
10,PANNEERSELVAM O S/O OCHAPPAN,Independent,2939,42,2981,0.27
11,PANCHAVARNAM V,Independent,2561,11,2572,0.23
12,PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,2493,4,2497,0.22
13,PANNIR SELVAM M S/O MALAIYANDI,Independent,2387,15,2402,0.22
14,NAWASKHAN,Independent,2301,22,2323,0.21
15,SIVANANDAM N,Bahujan Samaj Party,1958,56,2014,0.18
16,PANNEERSELVAM O S/O OYYADEVAR,Independent,1920,9,1929,0.17
17,ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,1497,21,1518,0.14
18,MANIVASAGAM S,Bahujan Dravida Party,1392,11,1403,0.13
19,PANNEERSELVAM O S/O OYYARAM,Independent,1369,7,1376,0.12
20,SALEEM,Independent,961,13,974,0.09
21,SASIKANI K,Independent,896,3,899,0.08
22,SATHURAGIRI K,Independent,815,12,827,0.07
23,SIKKANDAR B,Independent,804,19,823,0.07
24,VIGNESH V,Independent,643,9,652,0.06
25,PANNERSELVAM O S/O OCHATTHEVAR,Independent,564,8,572,0.05
26,NOTA,None of the Above,6163,132,6295,0.57
1,KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,537879,2850,540729,55.26
2,SIVASAMY VELUMANI R,All India Anna Dravida Munnetra Kazhagam,147407,584,147991,15.12
3,VIJAYASEELAN SDR,Tamil Maanila Congress (Moopanar),121680,700,122380,12.51
4,ROWENA RUTH JANE J,Naam Tamilar Katchi,119374,926,120300,12.29
5,RAJHA N P,Naam Indiar Party,6622,18,6640,0.68
6,ARUNADEVI R,Independent,6029,43,6072,0.62
7,CHITHIRAI JEGAN S,Independent,3637,3,3640,0.37
8,SIVANESWARAN J,Independent,3363,13,3376,0.35
9,SAMUEL T,Independent,2240,5,2245,0.23
10,MANIKKARAJ A,Bahujan Samaj Party,2158,37,2195,0.22
11,AASIRIYAR SHANMUGA SUNDARAM K,Independent,1832,7,1839,0.19
12,KALEERMURUGAPAVENTHAN R,Makkal Nalvaazhvuk Katchi,1736,56,1792,0.18
13,PONKUMARAN T P S,Independent,894,3,897,0.09
14,JEYAKUMAR C,Independent,825,4,829,0.08
15,GANDHIMALLAR S M,Independent,791,14,805,0.08
16,BISHOP DR GODFREY NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,757,12,769,0.08
17,PERUMALKUMAR P,Puthiya Makkal Tamil Desam Katchi,727,12,739,0.08
18,ESAKKIMUTHU V,Independent,699,11,710,0.07
19,KANNAN G,Independent,679,10,689,0.07
20,DAVID JEBASEELAN J,Independent,656,7,663,0.07
21,SUDALAIMUTHU P,Independent,576,2,578,0.06
22,KRISHNAN S,Independent,479,1,480,0.05
23,RADHAKRISHNAN V G,Independent,456,5,461,0.05
24,JAMES P,Independent,433,11,444,0.05
25,PONRAJ K,Independent,428,1,429,0.04
26,PRASANNA KUMAR M,Independent,396,0,396,0.04
27,SELVAMUTHUKUMAR M,Independent,341,0,341,0.03
28,SENTHIL KUMAR S,Independent,290,1,291,0.03
29,NOTA,None of the Above,9682,124,9806,1.0
1,DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,423025,2654,425679,40.97
2,DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam,228290,1190,229480,22.08
3,B JOHN PANDIAN,Bharatiya Janata Party,206982,1843,208825,20.1
4,ESAI MATHIVANAN,Naam Tamilar Katchi,128750,1585,130335,12.54
5,KARPAGAVALLI P,Independent,6200,114,6314,0.61
6,T MAHESHKUMAR,Bahujan Samaj Party,3526,28,3554,0.34
7,RAMASAMY P,Viro Ke Vir Indian Party,3395,17,3412,0.33
8,M MANMATHAN,Independent,3276,2,3278,0.32
9,A SEETHA,Bahujan Dravida Party,2476,0,2476,0.24
10,KRISHNASAMY,Independent,1828,5,1833,0.18
11,M UMAMAHESWARI,Desiya Makkal Sakthi Katchi,1626,29,1655,0.16
12,A MUTHAIAH,Independent,1440,17,1457,0.14
13,P KRISHNASAMY,Independent,1342,8,1350,0.13
14,ARUMUGASWAMI M,Independent,1292,21,1313,0.13
15,RAJA SEKAR,Independent,982,11,993,0.1
16,NOTA,None of the Above,16877,288,17165,1.65
1,ROBERT BRUCE C,Indian National Congress,499493,2803,502296,47.06
2,NAINAR NAGENTHRAN,Bharatiya Janata Party,334431,2245,336676,31.54
3,JANSI RANI M,All India Anna Dravida Munnetra Kazhagam,88996,605,89601,8.39
4,SATHYA,Naam Tamilar Katchi,86918,768,87686,8.21
5,POTTAL SUNDARA MUNISWARAN,Independent,19802,50,19852,1.86
6,ATHISAYAM V,Independent,3744,37,3781,0.35
7,BALASUBRAMANIAN,Bahujan Samaj Party,2044,23,2067,0.19
8,CHINNA MAHARAJA K,Independent,1888,7,1895,0.18
9,DAVID M,Independent,1829,7,1836,0.17
10,SAMUEL LAWRENCE PONNIAH,Independent,1493,4,1497,0.14
11,BISHOP DR GODFREY WASHINGTON NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1457,18,1475,0.14
12,LENIN K,Independent,1441,9,1450,0.14
13,CHANDRAN M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,1409,4,1413,0.13
14,SELVA KUMAR S,Bahujan Dravida Party,1317,29,1346,0.13
15,KUMAR V,Puthiya Makkal Tamil Desam Katchi,1057,15,1072,0.1
16,MUTHURAMAN A,Aravor Munnetra Kazhagam,1046,2,1048,0.1
17,THALAPATHY MURUGAN M,Independent,913,4,917,0.09
18,SIVARAM K,Independent,855,20,875,0.08
19,RAMAKRISHNAN N,Nam India Naam Indiyar Katchi,790,0,790,0.07
20,SURESH,Independent,777,11,788,0.07
21,DR RAJENDRA RETNAM K,Independent,685,4,689,0.06
22,SEVAL KANNAN B ADVOCATE,Independent,622,14,636,0.06
23,RAGHAVAN C M,Independent,364,2,366,0.03
24,NOTA,None of the Above,7285,111,7396,0.69
1,VIJAYAKUMAR (Alias) VIJAY VASANTH,Indian National Congress,540267,5981,546248,53.08
2,RADHAKRISHNAN P,Bharatiya Janata Party,361623,4718,366341,35.6
3,MARIA JENNIFER CLARA MICHAEL,Naam Tamilar Katchi,51893,828,52721,5.12
4,PASILIAN NAZERATH,All India Anna Dravida Munnetra Kazhagam,40927,466,41393,4.02
5,NAGOOR MEERAN PEER MOHAMED U,Independent,4412,3,4415,0.43
6,BERRILA L,Independent,3256,6,3262,0.32
7,BALASUBRAMANIAN T,Independent,2047,25,2072,0.2
8,VIJAYAN G,Bahujan Samaj Party,1607,16,1623,0.16
9,DENNISON V,Independent,1274,4,1278,0.12
10,DR TOM MANOHAR C M,Punnagai Desam Party,1034,6,1040,0.1
11,SATHISH BABU P,Independent,747,1,748,0.07
12,RAJAN SINGH,Bahujan Dravida Party,592,6,598,0.06
13,GEETA M,Thakkam Katchi,528,24,552,0.05
14,SANTHAKUMAR N,Independent,521,6,527,0.05
15,RAMESHKUMAR J L,Independent,464,1,465,0.05
16,ESAKKIMUTHU N,Independent,435,6,441,0.04
17,AYYAPPAN V,Independent,358,15,373,0.04
18,SARAVANAN N,Samaniya Makkal Nala Katchi,308,7,315,0.03
19,VINO JEBA SEELAN T,Independent,265,5,270,0.03
20,KRISHNAN P,Independent,250,4,254,0.02
21,VENKADESH S C,Independent,187,1,188,0.02
22,ANTONY MICHAEL J,Independent,166,9,175,0.02
23,NOTA,None of the Above,3680,76,3756,0.36
1,DAYANIDHI MARAN,Dravida Munnetra Kazhagam,412286,1562,413848,56.65
2,VINOJ,Bharatiya Janata Party,168059,1100,169159,23.16
3,B. PARTHASARATHY,Desiya Murpokku Dravida Kazhagam,71772,244,72016,9.86
4,DR.R.KARTHIKEYAN,Naam Tamilar Katchi,45865,166,46031,6.3
5,ANBAZHAGAN.G,Independent,3175,11,3186,0.44
6,DILAVAR ALI,Tipu Sultan Party,2536,10,2546,0.35
7,SAMARAN,Bahujan Samaj Party,2132,15,2147,0.29
8,L.KASINATHAN,Independent,1059,1,1060,0.15
9,AGNI AALVAR,Independent,783,4,787,0.11
10,C.S.KARNAN,Anti Corruption Dynamic Party,750,11,761,0.1
11,M.L.RAVI,Desiya Makkal Sakthi Katchi,690,6,696,0.1
12,S.KANDASAMY,Independent,595,1,596,0.08
13,DHAYANIDHI SURESH,Independent,565,2,567,0.08
14,S.SATHISH KUMAR,Independent,526,1,527,0.07
15,P.ARJUNAN,Independent,502,7,509,0.07
16,S.SATHISH KUMAR,Independent,500,1,501,0.07
17,G.OMPRAKASH,Independent,486,2,488,0.07
18,V.V.TAMILARASAN,Independent,386,3,389,0.05
19,UDAYA KUMAR.V,Independent,382,0,382,0.05
20,B.PARTHASARATHY,Independent,377,3,380,0.05
21,K.CHANDRASEKAR,Naadaalum Makkal Katchi,373,0,373,0.05
22,N.RAMAN,Tamilnadu Makkal Nalvazhvu Periyakkam,311,3,314,0.04
23,R.MINNAL RAJ,Independent,310,0,310,0.04
24,R.VIJAY,Independent,268,0,268,0.04
25,A.SELVA KUMAR,Thakkam Katchi,265,5,270,0.04
26,M.NAGARAJ,Independent,254,0,254,0.03
27,J.NAGARAJ,Independent,238,3,241,0.03
28,SENTHILKUMAR,Chennai Youth Party,222,1,223,0.03
29,RANJITHKUMAR.S,Independent,215,0,215,0.03
30,RAVI BALARAMAN,Independent,182,1,183,0.03
31,MANJUNATHA.R,Independent,159,0,159,0.02
32,NOTA,None of the Above,11082,81,11163,1.53
1,T R BAALU,Dravida Munnetra Kazhagam,755671,2940,758611,52.65
2,G PREMKUMAR,All India Anna Dravida Munnetra Kazhagam,270549,1033,271582,18.85
3,V N VENUGOPAL,Tamil Maanila Congress (Moopanar),209183,927,210110,14.58
