S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
10,SANTANU MANDAL,Democratic Socialist Party of India,880,5,885,0.07
11,TRIDIB BHUNIA,Independent,765,7,772,0.06
12,GOURI BISWAS,Independent,698,3,701,0.06
13,SUBRATA BHOWMIK,Mera Bharat Mahan Party,602,2,604,0.05
14,HARI PADA BISWAS,Mulnibasi Party of India,465,9,474,0.04
15,NOTA,None of the Above,11256,78,11334,0.9
1,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,689513,2497,692010,45.15
2,SWAPAN MAJUMDER,Bharatiya Janata Party,576024,1797,577821,37.7
3,TAPAS BANERJEE,All India Secular Front,121355,85,121440,7.92
4,SANJIB CHATTERJEE,All India Forward Bloc,99456,544,100000,6.52
5,SMRITIKANA HAOLADAR,Bahujan Samaj Party,5759,28,5787,0.38
6,SAIFUDDIN MONDAL,Independent,3823,4,3827,0.25
7,SWAPAN MAJUMDAR,Independent,3083,2,3085,0.2
8,S MUKHTAR AHMED,Independent,2639,8,2647,0.17
9,SEFALI DEY,Bharatiya Nyay-Adhikar Raksha Party,2244,8,2252,0.15
10,SADHAN GHOSH,Socialist Unity Centre Of India (COMMUNIST),2025,22,2047,0.13
11,BIKASH SARKAR,Mulnibasi Party of India,1928,1,1929,0.13
12,MOHAN LAL ADHIKARY,Independent,1850,14,1864,0.12
13,NOTA,None of the Above,17834,58,17892,1.17
1,SK NURUL ISLAM,All India Trinamool Congress,801542,2220,803762,52.76
2,REKHA PATRA,Bharatiya Janata Party,468593,1622,470215,30.87
3,AKHTAR RAHAMAN BISWAS,All India Secular Front,123432,68,123500,8.11
4,NIRAPADA SARDAR,Communist Party of India (Marxist),77611,288,77899,5.11
5,MAFIJUL MOLLA,Independent,11833,0,11833,0.78
6,PRIYAMA DAS,Independent,6606,14,6620,0.43
7,MIRAZ MOLLA,Independent,5902,0,5902,0.39
8,MD ABUL KALAM MOLLA,Bahujan Samaj Party,4451,13,4464,0.29
9,BIDYUT GAYEN,Independent,3625,9,3634,0.24
10,IMRAN ALI SARDAR,Bharatheeya Jawan Kisan Party,2548,5,2553,0.17
11,PIYARUL ISLAM,Independent,2388,3,2391,0.16
12,SARAVAN SINGH,Independent,2020,1,2021,0.13
13,DAUD ALI GAZI,Socialist Unity Centre Of India (COMMUNIST),1163,4,1167,0.08
14,KINKAR KANTI ROY,Independent,1115,3,1118,0.07
15,BIPUL CHANDRA BISWAS,Mulnibasi Party of India,1070,4,1074,0.07
16,NOTA,None of the Above,5229,19,5248,0.34
1,PRATIMA MONDAL,All India Trinamool Congress,891053,3259,894312,60.32
2,ASHOK KANDARY,Bharatiya Janata Party,422546,1547,424093,28.6
3,MEGHNATH HALDER,All India Secular Front,65316,56,65372,4.41
4,SAMARENDRA NATH MONDAL,Revolutionary Socialist Party,39927,186,40113,2.71
5,NIRANJAN NASKAR,Socialist Unity Centre Of India (COMMUNIST),14547,75,14622,0.99
6,SUJAN SARDAR,Independent,10779,15,10794,0.73
7,SINDHUPADA BAIRAGI,Independent,9150,12,9162,0.62
8,SHANKAR DEB MONDAL,Bahujan Samaj Party,6363,28,6391,0.43
9,JURAN CHANDRA PANDEY,Mulnibasi Party of India,3750,19,3769,0.25
10,MILAN NASKAR,Independent,2129,7,2136,0.14
11,PRATIMA MONDAL,Independent,2052,27,2079,0.14
12,NOTA,None of the Above,9756,32,9788,0.66
1,MANOJ TIGGA,Bharatiya Janata Party,691533,3781,695314,48.92
2,PRAKASH CHIK BARAIK,All India Trinamool Congress,617486,2381,619867,43.61
3,MILI ORAON,Revolutionary Socialist Party,39424,285,39709,2.79
4,PARIMAL ORAON,Independent,12560,24,12584,0.89
5,ARJUN INDWAR,Independent,11090,32,11122,0.78
6,MUNIB NARJINARY,Bahujan Samaj Party,6600,48,6648,0.47
7,RAHUL MARAK,Kisan Mazdoor Sangharsh Party,5679,16,5695,0.4
8,CHANDAN ORAON,Socialist Unity Centre Of India (COMMUNIST),2751,36,2787,0.2
9,BINAY MURMU,North Bengal People’s Party,2700,58,2758,0.19
10,NRIPENDRA NARAYAN DEBKARJEE,Kamatapur People’s Party (United),2017,38,2055,0.14
11,BABITA BARA,Gana Suraksha Party,1522,30,1552,0.11
12,NOTA,None of the Above,21235,63,21298,1.5
1,BAPI HALDAR,All India Trinamool Congress,752486,3245,755731,50.52
2,ASHOK PURKAIT,Bharatiya Janata Party,552798,1876,554674,37.08
3,AJAY KUMAR DAS,All India Secular Front,87530,76,87606,5.86
4,DR SARAT CHANDRA HALDER,Communist Party of India (Marxist),60778,322,61100,4.08
5,BAPI HALDER,Independent,8922,12,8934,0.6
6,BAPI HALDAR,Independent,5607,19,5626,0.38
7,BISWANATH SARDAR,Socialist Unity Centre Of India (COMMUNIST),4505,29,4534,0.3
8,PANKAJ KUMAR HALDER,Bahujan Samaj Party,4238,19,4257,0.28
9,ASHOKE PUROKAIT,Independent,1489,12,1501,0.1
10,ASHOKE SARDAR,Independent,1474,27,1501,0.1
11,BAPPA DAS,Party for Democratic Socialism,1203,6,1209,0.08
12,RUDRA PRASAD MANDAL,Mulnibasi Party of India,707,13,720,0.05
13,NOTA,None of the Above,8593,38,8631,0.58
1,ABHISHEK BANERJEE,All India Trinamool Congress,1043493,4737,1048230,68.48
2,ABHIJIT DAS (BOBBY),Bharatiya Janata Party,336068,1232,337300,22.03
3,PRATIK UR RAHAMAN,Communist Party of India (Marxist),86507,446,86953,5.68
4,MAJNU LASKAR,All India Secular Front,21109,30,21139,1.38
5,SUBRATA BOSE,Independent,9819,6,9825,0.64
6,DASARATHI PAIK,Bahujan Samaj Party,7082,29,7111,0.46
7,MALAY GUHA ROY,Independent,2963,8,2971,0.19
8,PULAKESH MONDAL,Independent,1945,3,1948,0.13
9,KALIMUDDIN SK,Indian National Socialistic Action Forces,1579,11,1590,0.1
10,RAMKUMAR MONDAL,Socialist Unity Centre Of India (COMMUNIST),1411,7,1418,0.09
11,ANISUR RAHAMAN SK,Independent,1152,7,1159,0.08
12,KASHINATH MONDAL,Independent,961,24,985,0.06
13,NOTA,None of the Above,10134,54,10188,0.67
1,SAYANI GHOSH,All India Trinamool Congress,714049,3850,717899,45.83
2,DR. ANIRBAN GANGULY,Bharatiya Janata Party,457307,2391,459698,29.35
3,SRIJAN BHATTACHARYYA,Communist Party of India (Marxist),256951,1761,258712,16.52
4,NUR ALAM KHAN,All India Secular Front,83291,71,83362,5.32
5,RANJIT KUMAR MANDAL,Independent,13021,9,13030,0.83
6,HOSEN GAZI,Independent,4925,2,4927,0.31
7,SANDIP NATH,Bahujan Samaj Party,4434,28,4462,0.28
8,KALPANA NASKAR DATTA,Socialist Unity Centre Of India (COMMUNIST),4416,35,4451,0.28
9,BALARAM MANDAL,Independent,2829,6,2835,0.18
10,TANUSHREE MONDAL,Independent,2419,8,2427,0.15
11,SHANKAR MANDAL,Independent,1439,3,1442,0.09
12,SRI GOPAN SARDAR,Mulnibasi Party of India,1366,7,1373,0.09
13,PURNIMA DEBNATH,Independent,1301,24,1325,0.08
14,CHANDRACHUR GOSWAMI,Independent,1112,2,1114,0.07
15,ARUN SARKAR,Independent,1107,3,1110,0.07
16,DIPAK SARDAR,Independent,924,3,927,0.06
17,NOTA,None of the Above,7316,99,7415,0.47
1,MALA ROY,All India Trinamool Congress,612725,2549,615274,49.48
2,DEBASREE CHAUDHURI,Bharatiya Janata Party,426459,1584,428043,34.42
3,SAIRA SHAH HALIM,Communist Party of India (Marxist),167771,760,168531,13.55
4,NIRAJ AGARWAL,Independent,4028,4,4032,0.32
5,FIROZA KHATUN,Bahujan Samaj Party,3958,17,3975,0.32
6,SANTANU ROY,Independent,2918,2,2920,0.23
7,ZUBAIR RABBANI,Socialist Unity Centre Of India (COMMUNIST),2290,10,2300,0.18
8,SUSANTA MONDAL,Independent,2090,1,2091,0.17
9,MUMTAZ ALI,Independent,1960,9,1969,0.16
10,MUKTI,Right to Recall Party,1537,7,1544,0.12
11,SANJOY (RANA) CHANDA,Kisan Mazdoor Sangharsh Party,1186,7,1193,0.1
12,SANJANA RAM,Independent,1052,4,1056,0.08
13,YASMIN ISLAM,Social Democratic Party Of India,981,4,985,0.08
14,ATANU DAS,Independent,969,2,971,0.08
15,MRIDUL OJHA,Independent,856,6,862,0.07
16,DIPENDU HAZRA,Independent,794,10,804,0.06
17,MD. SHAKIL WARSI,Independent,503,1,504,0.04
18,NOTA,None of the Above,6348,75,6423,0.52
1,BANDYOPADHYAY SUDIP,All India Trinamool Congress,453177,1519,454696,47.44
2,TAPAS ROY,Bharatiya Janata Party,361268,868,362136,37.78
3,PRADIP BHATTACHARYA,Indian National Congress,114556,426,114982,12.0
4,DR. BIPLAB CHANDRA,Socialist Unity Centre Of India (COMMUNIST),3640,18,3658,0.38
5,OMPRAKASH PRAJAPATI,Bahujan Samaj Party,3133,47,3180,0.33
6,PRANATI PAUL,Independent,2267,5,2272,0.24
7,SURENDRA KUMAR KABRA,Independent,1317,5,1322,0.14
8,SWAPAN DAS,Independent,1163,3,1166,0.12
9,MISBAHUS SALAM,Independent,975,6,981,0.1
10,SAMPA GUHA,Bharatiya Nyay-Adhikar Raksha Party,912,4,916,0.1
11,RAJKUMAR PALIT,Mission Naya Digant Party,768,4,772,0.08
12,SMT. RINKU GUPTA,Pyramid Party of India,649,10,659,0.07
13,AMAL KUMAR DEY,Independent,582,9,591,0.06
14,ANUJIT KUMAR NAN,Independent,555,2,557,0.06
15,BINOY KRISHNA CHATTERJEE,Independent,500,1,501,0.05
16,NOTA,None of the Above,10004,40,10044,1.05
1,PRASUN BANERJEE,All India Trinamool Congress,625229,1264,626493,49.26
2,DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,455996,1055,457051,35.94
3,SABYASACHI CHATTERJEE,Communist Party of India (Marxist),151483,522,152005,11.95
4,PALASH BACHAR,Bahujan Samaj Party,6342,12,6354,0.5
5,SEIKH SAKIRUL ISLAM,Independent,5271,0,5271,0.41
6,SHIWA MALLICK,Independent,3218,2,3220,0.25
7,UTTAM CHATTERJEE,Socialist Unity Centre Of India (COMMUNIST),2319,6,2325,0.18
8,SHAMPA DAS,Bharatiya Nyay-Adhikar Raksha Party,2053,12,2065,0.16
9,RATHIN GANGULY,Independent,1884,3,1887,0.15
10,PRASUN LAHIRI,Independent,1323,3,1326,0.1
11,RAJESH KUMAR PRASAD,All India Arya Mahasabha,1268,4,1272,0.1
12,ADARSHA MONDAL,Independent,939,6,945,0.07
13,AJAZ AHMED ANSARI,Independent,856,1,857,0.07
14,TAPAS BARUI,Independent,637,4,641,0.05
15,NOTA,None of the Above,10036,48,10084,0.79
1,SAJDA AHMED,All India Trinamool Congress,722586,2036,724622,52.1
2,ARUNUDAY PAULCHOWDHURY,Bharatiya Janata Party,504611,1338,505949,36.38
3,AZAHAR MOLLICK,Indian National Congress,78304,285,78589,5.65
4,MOFIKUL ISLAM,All India Secular Front,38971,20,38991,2.8
5,ARIT KARAK,Independent,7287,5,7292,0.52
6,AMAL KUMAR DEYATI,Bharatiya Nyay-Adhikar Raksha Party,5445,6,5451,0.39
7,RAMESH KHANRA,Independent,5094,10,5104,0.37
8,BIMALESH KUMAR HELA,Bahujan Samaj Party,4867,8,4875,0.35
9,SK. SAPIYAR ALI,Independent,2924,0,2924,0.21
10,NIKHIL BERA,Socialist Unity Centre Of India (COMMUNIST),2095,12,2107,0.15
11,AMAL KUMAR BARMAN,Independent,1997,3,2000,0.14
12,RAMPRASAD GHORAI,Indian Unity Centre,1568,4,1572,0.11
13,NOTA,None of the Above,11263,55,11318,0.81
1,KALYAN BANERJEE,All India Trinamool Congress,671865,2105,673970,45.65
2,KABIR SHANKAR BOSE,Bharatiya Janata Party,497720,1420,499140,33.8
3,DIPSITA DHAR,Communist Party of India (Marxist),238131,1015,239146,16.2
4,SAHARIAR MULLICK (BAPI),All India Secular Front,25659,18,25677,1.74
5,SUNDAR PATRA,Independent,9897,5,9902,0.67
6,SASANKA CHAKRABORTY,Independent,3933,5,3938,0.27
7,SUPRIYA BISWAS,Bahujan Samaj Party,3572,17,3589,0.24
8,KALYAN PAUL,Independent,1749,9,1758,0.12
9,PRADYUT CHOWDHURI,Socialist Unity Centre Of India (COMMUNIST),1671,9,1680,0.11
10,KALYAN SAMANTA,Independent,1421,19,1440,0.1
11,SARKAR MANGAL,Bahujan Maha Party,1256,2,1258,0.09
12,NOTA,None of the Above,14964,70,15034,1.02
1,RACHNA BANERJEE,All India Trinamool Congress,700120,2624,702744,46.31
2,LOCKET CHATTERJEE,Bharatiya Janata Party,623867,2024,625891,41.24
3,MANADIP GHOSH,Communist Party of India (Marxist),139250,669,139919,9.22
4,SURAJIT HEMBRAM,Independent,9257,11,9268,0.61
5,SAMIM ALI MOLLICK,Independent,6555,12,6567,0.43
6,JAMINI BHAR,Bahujan Samaj Party,4684,34,4718,0.31
7,AJANTA SARKAR,Bharatiya National Janata Dal,3619,20,3639,0.24
8,SK KAMALUDDIN,Independent,2755,11,2766,0.18
9,SANCHITA BERA,Independent,2632,17,2649,0.17
10,PABAN MAZUMDER,Socialist Unity Centre Of India (COMMUNIST),2367,13,2380,0.16
11,PRADIP PAL,Bharatiya Nyay-Adhikar Raksha Party,2205,15,2220,0.15
12,MRINAL KANTI DAS,Independent,1387,11,1398,0.09
13,NOTA,None of the Above,13250,102,13352,0.88
1,BAG MITALI,All India Trinamool Congress,710432,2155,712587,45.71
2,ARUP KANTI DIGAR,Bharatiya Janata Party,704124,2064,706188,45.3
3,BIPLAB KUMAR MOITRA,Communist Party of India (Marxist),92073,429,92502,5.93
4,RAGHU MALLIK,Independent,16123,7,16130,1.03
5,SUBIR KUMAR ROY,Bahujan Samaj Party,3807,24,3831,0.25
6,VASKAR MALIK,Independent,3662,3,3665,0.24
7,SUKANTA POREL,Socialist Unity Centre Of India (COMMUNIST),1807,9,1816,0.12
8,BABLU GHANTI,Independent,1610,19,1629,0.1
9,ABHIJIT MAJI,Independent,1600,6,1606,0.1
10,ALOK DOLAI,Independent,1081,13,1094,0.07
11,NOTA,None of the Above,17981,50,18031,1.16
1,DR JAYANTA KUMAR ROY,Bharatiya Janata Party,763236,3332,766568,48.57
2,NIRMAL CHANDRA ROY,All India Trinamool Congress,677496,2379,679875,43.07
3,DEBRAJ BARMAN,Communist Party of India (Marxist),73629,463,74092,4.69
4,SHIPRA RAY HAKIM,Independent,9890,17,9907,0.63
5,BINOD MALLICK,Bahujan Samaj Party,8537,29,8566,0.54
6,HAREKRISHNA SARKAR,Independent,5837,11,5848,0.37
7,MAHESWAR BARMAN,Independent,4254,13,4267,0.27
8,RAM PRASAD MANDAL,Socialist Unity Centre Of India (COMMUNIST),3815,20,3835,0.24
9,MANABENDRA ROY,Kamatapur People’s Party (United),2899,51,2950,0.19
10,NIRODE CHANDRA ADHIKARY,Independent,2504,13,2517,0.16
11,ADHIR CHANDRA BARMAN,Independent,1911,16,1927,0.12
12,RANJIT BARMAN,Mulnibasi Party of India,1180,9,1189,0.08
13,NOTA,None of the Above,16807,41,16848,1.07
1,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,761183,4401,765584,48.54
2,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,683955,3896,687851,43.61
3,SAYAN BANERJEE,Communist Party of India (Marxist),84774,615,85389,5.41
4,MOHIUDDIN AHMED MAHI,All India Secular Front,12303,36,12339,0.78
5,SURYANEEL DAS,Independent,6012,2,6014,0.38
6,NARAYAN CHANDRA NAYAK,Socialist Unity Centre Of India (COMMUNIST),5633,49,5682,0.36
7,SABITRI BISHAI,Bahujan Samaj Party,3724,30,3754,0.24
8,DEBAPRASAD JANA,Independent,1460,7,1467,0.09
9,KALIPADA DAS,Independent,947,27,974,0.06
10,NOTA,None of the Above,8223,42,8265,0.52
1,ADHIKARI SOUMENDU,Bharatiya Janata Party,757906,5289,763195,49.85
2,UTTAM BARIK SON OF LATE BIRENDRA BARIK,All India Trinamool Congress,709763,5668,715431,46.73
3,URBASI BANERJEE,Indian National Congress,30737,385,31122,2.03
4,BIDESH BASU MAITY,Independent,5633,21,5654,0.37
5,MANAS PRADHAN,Socialist Unity Centre Of India (COMMUNIST),2489,40,2529,0.17
6,UTTAM BARIK SON OF LATE NARAYAN BARIK,Independent,1963,35,1998,0.13
7,MAKHAN LAL MAHAPATRA,Bahujan Samaj Party,1792,12,1804,0.12
8,MD AHAMADULLAH KHAN,Independent,530,56,586,0.04
9,ARJUN KUMAR MAITY,Independent,504,40,544,0.04
10,NOTA,None of the Above,8075,59,8134,0.53
1,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,834558,3432,837990,52.36
2,DR. HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,652098,3024,655122,40.93
3,TAPAN GANGULI,Communist Party of India,74399,509,74908,4.68
4,SOUMEN MADRAJI,Bahujan Samaj Party,7916,25,7941,0.5
5,GOPAL MONDAL,Independent,4238,6,4244,0.27
6,DINESH MAIKAP,Socialist Unity Centre Of India (COMMUNIST),4124,24,4148,0.26
7,SAHEB CHOWDHURY,Independent,3228,9,3237,0.2
8,NOTA,None of the Above,12889,77,12966,0.81
1,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,740132,3346,743478,49.87
2,DR. PRANAT TUDU,Bharatiya Janata Party,566553,2877,569430,38.2
3,SONAMANI TUDU,Communist Party of India (Marxist),76850,452,77302,5.19
4,SURYA SINGH BESRA,Jharkhand People's Party,19408,86,19494,1.31
5,BARUN MAHATO,Independent,12029,58,12087,0.81
6,ARUNKUMAR HANSDA,Bahujan Samaj Party,11949,40,11989,0.8
7,SURENDRANATH SING,Independent,10781,6,10787,0.72
8,RAMANATH ORANG,Independent,7178,10,7188,0.48
9,BIPLAB HEMBRAM,Independent,7156,14,7170,0.48
10,BAPI SOREN,All India Secular Front,5854,41,5895,0.4
11,BIRSABIR BASKEY,Ambedkarite Party of India,4344,18,4362,0.29
12,SUSHIL MANDI,Socialist Unity Centre Of India (COMMUNIST),2879,13,2892,0.19
13,GUNADHAR SING,Independent,2818,31,2849,0.19
14,NOTA,None of the Above,15871,49,15920,1.07
1,JUNE MALIAH,All India Trinamool Congress,699562,2630,702192,47.4
2,AGNIMITRA PAUL,Bharatiya Janata Party,671328,3673,675001,45.56
3,BIPLAB BHATTA,Communist Party of India,57345,440,57785,3.9
4,ANINDITA JANA,Socialist Unity Centre Of India (COMMUNIST),9744,47,9791,0.66
5,SANJIB DEY,Independent,8703,8,8711,0.59
6,ANJAN (BABALU) MANDAL,Bahujan Samaj Party,6483,20,6503,0.44
7,KAMALESH MAHATA,Independent,4229,21,4250,0.29
8,SUKESH CHANDRA PALMAL,Independent,2757,5,2762,0.19
9,BISWAJIT DAS,Independent,2141,3,2144,0.14
10,NOTA,None of the Above,12362,62,12424,0.84
1,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,576246,2243,578489,40.34
2,SHANTIRAM MAHATO,All India Trinamool Congress,559325,2085,561410,39.15
3,NEPAL CHANDRA MAHATO,Indian National Congress,128565,592,129157,9.01
4,AJIT PRASAD MAHATA,Independent,98381,277,98658,6.88
5,DHIRENDRANATH MAHATO,All India Forward Bloc,14498,74,14572,1.02
6,SONTOSH RAJOWARD,Bahujan Samaj Party,7739,21,7760,0.54
7,SUSMITA MAHATO,Socialist Unity Centre Of India (COMMUNIST),6078,31,6109,0.43
8,GORISH ROY,Independent,4800,9,4809,0.34
9,BHAGWAT DASS SHASTRI,Independent,4508,4,4512,0.31
10,ASIT BARAN MAHATO,Party for Democratic Socialism,3868,9,3877,0.27
11,PIJUSH KANTI RAJAK,Independent,3408,10,3418,0.24
12,AJIT MAHATO,Independent,3309,9,3318,0.23
13,NOTA,None of the Above,17871,58,17929,1.25
1,ARUP CHAKRABORTY,All India Trinamool Congress,637465,4348,641813,44.33
2,DR. SUBHAS SARKAR,Bharatiya Janata Party,604836,4199,609035,42.07
3,NILANJAN DASGUPTA,Communist Party of India (Marxist),104534,825,105359,7.28
4,SURAJIT SINGH KURMALI,Independent,18507,62,18569,1.28
5,GOPAL MURMU,Ambedkarite Party of India,9047,54,9101,0.63
6,DIPA BOURI,Bahujan Samaj Party,8709,87,8796,0.61
7,MARSHAL TUDU,Independent,6682,35,6717,0.46
8,TARA SHANKAR GOPE,Socialist Unity Centre Of India (COMMUNIST),5490,39,5529,0.38
