S.No,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Percentage of votes
11,VILAS BABURAO LENDE,Lok Swarajya Party,1624,25,1649,0.13
12,VILAS JIYALAL RAUT,Independent,1611,5,1616,0.13
13,BENIRAM RAMCHAND FULBANDHE,Independent,1482,15,1497,0.12
14,PRADEEP DHOBALE,Independent,1163,33,1196,0.1
15,SURYAKIRAN ISHWAR NANDAGAWALI,Independent,1132,30,1162,0.09
16,ITWALE SHARAD MARTAND,Independent,1020,8,1028,0.08
17,TULSIRAM URKUDA GEDAM,Independent,831,11,842,0.07
18,CHAITRAM DASHARATH KOKASE,Independent,780,11,791,0.06
19,NOTA,None of the Above,10106,162,10268,0.83
1,DR. KIRSAN NAMDEO,Indian National Congress,614610,3182,617792,52.97
2,ASHOK MAHADEORAO NETE,Bharatiya Janata Party,474376,1720,476096,40.82
3,GONNADE YOGESH NAMDEORAO,Bahujan Samaj Party,18930,125,19055,1.63
4,HITESH PANDURANG MADAVI,Vanchit Bahujan Aaghadi,15824,98,15922,1.37
5,VINOD GURUDAS MADAVI,Independent,6107,19,6126,0.53
6,KODAPE VILAS SHAMARAO,Independent,4396,6,4402,0.38
7,SUHAS UMESH KUMRE,Bhim Sena,2851,21,2872,0.25
8,KARAN SURESH SAYAM,Independent,2772,17,2789,0.24
9,BARIKRAO DHARMAJI MADAVI,Bahujan Republican Socialist Party,2527,28,2555,0.22
10,DHIRAJ PURUSHOTTAM SHEDMAKE,Janseva Gondwana Party,2141,33,2174,0.19
11,NOTA,None of the Above,16507,70,16577,1.42
1,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Indian National Congress,716635,1775,718410,57.88
2,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,456943,1061,458004,36.9
3,BELE RAJESH WARLUJI,Vanchit Bahujan Aaghadi,21934,46,21980,1.77
4,RAJENDRA HARISHCHANDRA RAMTEKE,Bahujan Samaj Party,9145,43,9188,0.74
5,SANJAY NILKANTH GAWANDE,Independent,5087,1,5088,0.41
6,DIWAKAR HARIJI URADE,Independent,3221,3,3224,0.26
7,NAMDEO MANIKRAO SHEDMAKE,Gondvana Gantantra Party,2238,18,2256,0.18
8,SEWAKDAS KAWDUJI BARKE,Peoples Party of India (Democratic),1997,1,1998,0.16
9,AWACHIT SHAMRAO SAYAM,Janseva Gondwana Party,1886,20,1906,0.15
10,MILIND PRALHAD DAHIWALE,Independent,1759,2,1761,0.14
11,ASHOK RANAJI RATHOD,Jay Vidarbha Party,1660,10,1670,0.13
12,VIKAS UTTAMRAO LASANTE,Sanman Rajkiya Paksha,1518,2,1520,0.12
13,VIDYASAGAR KALIDAS KASARLAWAR,Bhim Sena,1426,0,1426,0.11
14,VANITA JITENDRA RAUT,Akhil Bharatiya Manavata Paksha,1054,3,1057,0.09
15,PURNIMA DILIP GHONMODE,Bahujan Republican Socialist Party,967,6,973,0.08
16,NOTA,None of the Above,10821,22,10843,0.87
1,SANJAY UTTAMRAO DESHMUKH,Shiv Sena (Uddhav Balasaheb Thackrey),591899,2908,594807,48.53
2,RAJSHRITAI HEMANT PATIL (MAHALLE),Shiv Sena,498514,1820,500334,40.83
3,ANIL JAYRAM RATHOD,Samnak Janta Party,56175,215,56390,4.6
4,HARISING (HARIBHAU) NASARU RATHOD,Bahujan Samaj Party,17256,140,17396,1.42
5,SANGITA DINESH CHAVHAN,Independent,7169,11,7180,0.59
6,RAMDAS BAJIRAO GHODAM,Independent,6776,5,6781,0.55
7,VINOD PANJABRAO NANDAGAVALI,Independent,6291,7,6298,0.51
8,SANDIP SAMPAT SHINDE,Independent,5511,3,5514,0.45
9,DHARAM DILIPSING THAKUR,Sanman Rajkiya Paksha,4539,16,4555,0.37
10,AMOL KOMAWAR,Hindrashtra Sangh,3364,13,3377,0.28
11,UTTAM ONKAR INGOLE,Peoples Party of India (Democratic),2958,17,2975,0.24
12,MANOJ MAHADEORAO GEDAM,Independent,2783,11,2794,0.23
13,NUR ALI MAHEBUB ALI SHAH,Independent,1951,7,1958,0.16
14,DR ARJUNKUMAR SITARAM RATHOD,Independent,1857,6,1863,0.15
15,PRO KISAN RAMRAO AMBURE,Independent,1705,15,1720,0.14
16,DIKSHANT NAMDEVRAO SAWAIKAR,Independent,1095,8,1103,0.09
17,GOKUL PREMDAS CHAVHAN,Independent,1091,3,1094,0.09
18,NOTA,None of the Above,9316,75,9391,0.77
1,AASHTIKAR PATIL NAGESH BAPURAO,Shiv Sena (Uddhav Balasaheb Thackrey),490432,2103,492535,42.49
2,BABURAO KADAM KOHALIKAR,Shiv Sena,382599,1334,383933,33.12
3,DR. B. D. CHAVHAN,Vanchit Bahujan Aaghadi,161324,490,161814,13.96
4,AMBADAS SUKAJI GADE,Independent,14729,13,14742,1.27
5,VIJAY RAMJI GABHANE,Communist Party of India (Marxist),14617,27,14644,1.26
6,ANAND RAJARAM DHULE,Independent,9807,10,9817,0.85
7,GAJANAN DHONDBA DAL,Bahujan Samaj Party,7410,55,7465,0.64
8,DATTA SHRIKRISHNA SURYAWANSHI,Independent,7233,6,7239,0.62
9,SARJERAO NIVRUTTI KHANDARE,Independent,5010,4,5014,0.43
10,RAMPRASAD NARAYAN BANGAR,Independent,4518,7,4525,0.39
11,BABURAO ANANDRAO KADAM,Independent,4469,13,4482,0.39
12,DEVSARKAR VARSHA SHIVAJIRAO,Bahujan Mukti Party,4081,18,4099,0.35
13,A. KADIR MASTAN SAYYED (GOREGAONKAR),Independent,3707,6,3713,0.32
14,ANIL DEVRAO MOHITE,Akhil Bhartiya Parivar Party,3353,21,3374,0.29
15,SUNIL MOTIRAM GAJBHAR,Independent,3192,0,3192,0.28
16,ADV ALTAF AHMED,Indian National League,2934,16,2950,0.25
17,ASHOK PANDURANG RATHOD,Independent,2897,9,2906,0.25
18,ADV RAVI SHINDE,Independent,2687,14,2701,0.23
19,SATTAR PATHAN,Independent,2461,2,2463,0.21
20,MAHESH KAILAS NAPTE,Independent,2298,1,2299,0.2
21,ADV. SHIVAJIRAO JADHAV,Independent,2181,33,2214,0.19
22,BHAWAR GOVINDRAO FULAJI,Independent,2138,8,2146,0.19
23,TRISHALA MILIND KAMBLE,Bahujan Samaj Party (Ambedkar),2128,22,2150,0.19
24,PRAKASH MASARAM RANVIR,Republican Party of India (A),2097,5,2102,0.18
25,ADV. RAMRAO ATMARAM JUMBADE,Independent,2095,9,2104,0.18
26,DESHA SHYAM BANJARA,Samnak Janta Party,2052,11,2063,0.18
27,VISHVANATH BHAURAO FALEGAONKAR,Independent,1856,3,1859,0.16
28,HEMANT RADHAKISHAN KANAKE,Rashtriya Kisan Bahujan Party,1791,9,1800,0.16
29,RAVI RAMDAS JADHAV (SAWANEKAR),Abhinav Bharat Janseva Paksh,1590,12,1602,0.14
30,DEWJI GANGARAM ASOLE,Independent,1476,7,1483,0.13
31,VIJAY DNYANBA RAUT,Independent,1115,11,1126,0.1
32,SUNIL DASHARATH INGOLE,Bhim Sena,1024,4,1028,0.09
33,VASANT KISAN PAIKRAO,Independent,590,3,593,0.05
34,NOTA,None of the Above,3079,44,3123,0.27
1,CHAVAN VASANTRAO BALWANTRAO,Indian National Congress,526865,2029,528894,46.88
2,CHIKHALIKAR PRATAPRAO GOVINDRAO,Bharatiya Janata Party,467452,2000,469452,41.61
3,AVINASH VISHWANATH BHOSIKAR,Vanchit Bahujan Aaghadi,92090,422,92512,8.2
4,PANDURANG RAMA ADGULWAR,Bahujan Samaj Party,6879,22,6901,0.61
5,NIKHIL LAXMANRAO GARJE,Independent,4320,5,4325,0.38
6,NAGESH SAMBHAJI GAIKWAD,Independent,3316,2,3318,0.29
7,BHASKAR CHAMPATRAO DOIFODE,Independent,2078,2,2080,0.18
8,SUSHILA NILKANTHRAO PAWAR,Samnak Janta Party,1873,17,1890,0.17
9,ABDUL RAIS AHEMAD,Desh Janhit Party,1508,2,1510,0.13
10,DEVIDAS GOVINDRAO INGLE,Independent,1466,5,1471,0.13
11,KALPANA SANJAY GAIKWAD,Independent,1305,5,1310,0.12
12,KAUSAR SULTANA,Indian National League,1211,4,1215,0.11
13,SAHEBRAO BHIVA GAJBHARE,Independent,1189,4,1193,0.11
14,JAGDISH LAXMAN POTRE,Independent,960,3,963,0.09
15,GAJANAN DATTRAMJI DHUMAL,Independent,948,2,950,0.08
16,LAXMAN NAGORAO PATIL,Independent,921,2,923,0.08
17,MAHARUDRA KESHAV POPLAITKAR,Independent,911,2,913,0.08
18,RUKMINBAI SHANKARRAO GITE,Bharatiya Praja Surajya Paksha,897,6,903,0.08
19,HARI PIRAJI BOYALE,Bahujan Bharat Party,877,1,878,0.08
20,RATHOD SURESH GOPINATH,Independent,806,2,808,0.07
21,KADAM SURAJ DEVENDRA,Independent,796,3,799,0.07
22,RAHUL SURYAKANT YANGADE,Bahujan Mukti Party,734,3,737,0.07
23,DNYANESHWAR RAOSAHEB KAPATE,Independent,679,2,681,0.06
24,NOTA,None of the Above,3579,49,3628,0.32
1,JADHAV SANJAY ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),596871,4472,601343,45.17
2,JANKAR MAHADEV JAGANNATH,Rashtriya Samaj Paksha,463764,3518,467282,35.1
3,PANJAB UTTAMRAO DAKH,Vanchit Bahujan Aaghadi,95394,573,95967,7.21
4,DR. GOVARDHAN BHIWAJI KHANDAGALE,Bahujan Bharat Party,15355,40,15395,1.16
5,KAMBLE SHIVAJI DEVAJI,Independent,11050,10,11060,0.83
6,ALAMGIR MOHAMMAD KHAN,Bahujan Samaj Party,10972,90,11062,0.83
7,SAMIR GANESHRAO DUDHGAONKAR,Independent,10951,105,11056,0.83
8,KRUSHNA TRIMBAKRAO PAWAR,Independent,10145,9,10154,0.76
9,KAILAS BALIRAM PAWAR (NAIK),Baliraja Party,9487,33,9520,0.72
10,PROF. DR. VILAS BANSIDHAR TANGADE,Independent,8814,6,8820,0.66
11,ARJUN DNYANOBA BHISE,Independent,6915,8,6923,0.52
12,COMRADE RAJAN KSHIRSAGAR,Communist Party of India,6627,22,6649,0.5
13,KISHORKUMAR PRAKASH SHINDE,Independent,6547,1,6548,0.49
14,KISHORE RADHAKISHAN DHAGE,Independent,5446,34,5480,0.41
15,SAYED IRSHAD ALI SAYYED LAYAKH ALI,Social Democratic Party Of India,4629,15,4644,0.35
16,DASHARATH PRABHKAR RATHOD,Maharashtra Vikas Aghadi,4354,40,4394,0.33
17,KARBHARI KUNDLIK MITHE,Independent,4268,8,4276,0.32
18,APPASAHEB OMKAR KADAM,Independent,3883,8,3891,0.29
19,SHRIRAM BANSILAL JADHAV,Jai Sewalal Bahujan Vikas Party,3617,11,3628,0.27
20,COMRADE GANPAT BHISE,Independent,3589,15,3604,0.27
21,DNYANESHWAR JAGANNATH DAHIBHATE,Independent,3538,1,3539,0.27
22,ANIL MANIKRAO MUDGALKAR,Independent,3531,2,3533,0.27
23,GOVIND BHAIYYA RAMRAO DESHMUKH,Independent,3452,7,3459,0.26
24,SUBHASH DATTARAV JAVLE,Independent,3429,5,3434,0.26
25,RAJABHAU SHESHRAO KAKDE,Independent,3299,3,3302,0.25
26,RAJENDRA RAMDAS ATKAL,Independent,2807,5,2812,0.21
27,SAYYD ABDUL SATTAR AJIJ,Independent,2646,4,2650,0.2
28,SHAIKH SALEEM SHAIKH IBRAHIM,All India Majlis-E-Inquilab-E-Millat,2617,2,2619,0.2
29,SANGEETA VYAKANTRAO GIRI,Swarajya Shakti Sena,2324,15,2339,0.18
30,ADV. VINOD CHHAGANRAO AMBHORE,Bahujan Mukti Party,2017,24,2041,0.15
31,VIJAY ANNASAHEB THOMBARE,Independent,1957,2,1959,0.15
32,VISHNUDAS SHIVAJI BHOSALE,Independent,1856,4,1860,0.14
33,MUSTAFA MAINODDIN SHAIKH,Independent,1298,4,1302,0.1
34,BOBADE SAKHARAM PADEGAONKAR,Independent,1244,2,1246,0.09
35,NOTA,None of the Above,3306,79,3385,0.25
1,KALYAN VAIJINATHRAO KALE,Indian National Congress,605504,2393,607897,44.59
2,DANVE RAOSAHEB DADARAO,Bharatiya Janata Party,495809,2130,497939,36.52
3,MANGESH SANJAY SABLE,Independent,155335,595,155930,11.44
4,BAKALE PRABHAKAR DEVGAN,Vanchit Bahujan Aaghadi,37678,132,37810,2.77
5,BABASAHEB SANTUKRAO SHELKE,Samata Party,9564,6,9570,0.7
6,CHABUKSWAR RAHUL NIRANJAN,Independent,6330,7,6337,0.46
7,NIVRUTTI VISHWNATH BANSODE,Bahujan Samaj Party,5974,34,6008,0.44
8,DIPAK BHIMRAO BORHADE,Samnak Janta Party,5498,24,5522,0.41
9,TANAJI TUKARAM BHOJANE,Independent,4933,15,4948,0.36
10,KAMBLE MAROTI DASHARATH,Independent,3712,16,3728,0.27
11,RAJENDRA NAMDEO MAGRE,Independent,2873,2,2875,0.21
12,MANOJ NEMINATH KOLTE,Independent,2734,3,2737,0.2
13,MUKESH PRABHAT RATHOD,Akhil Bhartiya Parivar Party,2580,11,2591,0.19
14,BABASAHEB PATIL SHINDE,Independent,2413,4,2417,0.18
15,KADUBA MHATARBA INGLE,Independent,1962,5,1967,0.14
16,AJHAR ANWAR SAYYAD,Independent,1541,5,1546,0.11
17,AHMAD RAHIM SAIKH BAGWAN,Independent,1390,4,1394,0.1
18,ADV. YOGESH DATTU GULLAPELLI,Independent,1339,3,1342,0.1
19,BHAGWAN SAHEBRAO REGUDE,Hindustan Janta Party,1173,1,1174,0.09
20,DNYANESHWAR DAGDUJI NADE,Independent,1142,1,1143,0.08
21,DHANANJAY RUPRAOJI KAKDE (PATIL),Bharatheeya Jawan Kisan Party,1132,7,1139,0.08
22,ABDUL RAFIQ ABDUL LATIF,Independent,1045,2,1047,0.08
23,SHYAM RUSTUMRAO SHIRSATH,Bahujan Republican Socialist Party,972,2,974,0.07
24,RATAN ASARAM LANDGE,Independent,646,1,647,0.05
25,VIKAS CHHAGAN LAHANE,Independent,644,0,644,0.05
26,SHAM PAWALS RUPEKAR,Independent,544,2,546,0.04
27,NOTA,None of the Above,3504,33,3537,0.26
1,BHUMARE SANDIPANRAO ASARAM,Shiv Sena,474434,1696,476130,36.56
2,IMTIAZ JALEEL SYED,All India Majlis-E-Ittehadul Muslimeen,340877,603,341480,26.22
3,CHANDRAKANT KHAIRE,Shiv Sena (Uddhav Balasaheb Thackrey),291870,1580,293450,22.53
4,AFSAR KHAN YASEEN KHA,Vanchit Bahujan Aaghadi,69087,179,69266,5.32
5,HARSHWARDHAN DADA RAIBHANJI JADHAV,Independent,39654,174,39828,3.06
6,SURENDRA DIGAMBAR GAJBHARE,Independent,10719,6,10725,0.82
7,SANJAY UTTAMRAO JAGTAP,Bahujan Samaj Party,8188,64,8252,0.63
8,RAVINDRA BHASKARRAO BODKHE,Bharatiya Yuva Jan Ekta Party,6250,4,6254,0.48
9,ABDUL AZIM ABDUL AZIZ SHAIKH,Independent,4693,0,4693,0.36
10,SANJAY BHASKAR SHIRSAT,Independent,3809,3,3812,0.29
11,DR JIVAN BHAWLAL RAJPUT,Independent,3788,19,3807,0.29
12,MANISHA KHARAT,Bahujan Maha Party,3097,8,3105,0.24
13,JAGANNATH KHANDERAO JADHAV J K JADHAV,Independent,2916,16,2932,0.23
14,MAANOJ VINAYAKRAO GHODKAY,Independent,2582,5,2587,0.2
15,SANGITA GANESH JADHAV,Independent,2206,6,2212,0.17
16,GALPHADE ARJUN BHAGWANRAO,Rashtriya Kisan Bahujan Party,2185,7,2192,0.17
17,VISHAL UDDHAV NANDARKAR,Independent,2132,7,2139,0.16
18,ARVIND KISANRAO KAMBLE,Bahujan Republican Socialist Party,1975,4,1979,0.15
19,PRASHANT PUNDALIKRAO AVHALE,Independent,1945,3,1948,0.15
20,GHUGE NITIN PUNDLIK,Independent,1870,2,1872,0.14
21,BHALERAO VASANT SAMBHAJI,Prabuddha Republican Party,1546,1,1547,0.12
22,BHARAT PURUSHOTTAM KADAM,Rashtriya Maratha Party,1489,6,1495,0.11
23,ABDUL SAMAD BAGWAN,All India Majlis-E-Inquilab-E-Millat,1478,4,1482,0.11
24,SANDIP DADARAO MANKAR,Independent,1373,2,1375,0.11
25,ADV B U GOSAWI,Hindustan Janta Party,1271,4,1275,0.1
26,PANCHASHILA BABULAL JADHAV,Republican Bahujan Sena,1267,7,1274,0.1
27,PRATIKSHA PRASHANT CHAVAN,Ambedkarist Republican Party,1187,7,1194,0.09
28,BHANUDAS SON OF RAMDAS SARODE PATIL,Independent,1107,3,1110,0.09
29,NARAYAN JADHAV,Peoples Party of India (Democratic),1100,3,1103,0.08
30,SURESH ASARAM FULARE,Independent,910,1,911,0.07
31,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,Independent,892,2,894,0.07
32,MEENASING AVDHESHSING SING,Independent,783,1,784,0.06
33,LATIF JABBAR KHAN,Independent,765,0,765,0.06
34,JAGANNATH KISAN UGALE,Independent,753,2,755,0.06
35,SANDIP DEVIDAS JADHAV,Independent,609,0,609,0.05
36,DEVIDAS RATAN KASBE,Independent,595,0,595,0.05
37,TRIBHUVAN MADHUKAR PADMAKAR,Independent,593,0,593,0.05
38,NOTA,None of the Above,5729,44,5773,0.44
1,BACHHAV SHOBHA DINESH,Indian National Congress,582492,1374,583866,47.89
2,BHAMRE SUBHASH RAMRAO,Bharatiya Janata Party,577778,2257,580035,47.57
3,BHARAT BABURAO JADHAV,Independent,19695,18,19713,1.62
4,ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),Bahujan Samaj Party,4955,18,4973,0.41
5,SANJAY RAMESHWAR SHARMA,Independent,3741,5,3746,0.31
6,SHAFEEQUE AHEMAD MD. RAFEEQUE,Independent,3706,1,3707,0.3
7,NAMDEO ROHIDAS YELAVE,Bharatheeya Jawan Kisan Party,3659,24,3683,0.3
8,ADV SACHIN UMAJI NIKAM,Independent,3657,3,3660,0.3
9,RAJ CHAVAN,Independent,3443,9,3452,0.28
10,MOHAMMAD ISMAIL JUMMAN,Independent,1084,1,1085,0.09
11,SURESH JAGANNATH BRAHMANKAR (SURESH BAPU),Independent,1035,3,1038,0.09
12,PATIL SHIVAJI NATHU,All India Forward Bloc,994,7,1001,0.08
13,SHAIKH MOHAMMAD ZAID SHAMIM AHMED,Welfare Party Of India,946,5,951,0.08
14,MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Independent,833,2,835,0.07
15,MUQEEM MEENA NAGRI,Bhim Sena,773,8,781,0.06
16,IRFAN. MO. ISHAK (NADIR),Independent,763,0,763,0.06
17,MALAY PRAKASH PATIL,Independent,734,2,736,0.06
18,ABDUL HAFEEZ ABDUL HAQUE,Independent,576,1,577,0.05
19,NOTA,None of the Above,4661,32,4693,0.38
1,BHASKAR MURLIDHAR BHAGARE,Nationalist Congress Party – Sharadchandra Pawar,575291,2048,577339,46.53
2,DR. BHARATI PRAVIN PAWAR,Bharatiya Janata Party,462333,1807,464140,37.4
3,BABU SADU BHAGRE (SIR),Independent,103526,106,103632,8.35
4,DHOMSE MALATI RAHUL,Vanchit Bahujan Aaghadi,37006,97,37103,2.99
5,JAGTAP DIPAK GANPAT,Independent,15664,17,15681,1.26
6,TULSHIRAM CHIMAN KHOTARE,Bahujan Samaj Party,9589,65,9654,0.78
7,KISHOR AMBADAS DAGALE,Ambedkarite Party of India,8032,23,8055,0.65
8,ANIL GAWALIRAM BARDE,Independent,6432,9,6441,0.52
9,BHARAT ARUN PAWAR,Bahujan Republican Socialist Party,5613,8,5621,0.45
10,GULAB MOHAN BARDE,Prabuddha Republican Party,4983,15,4998,0.4
11,NOTA,None of the Above,8206,40,8246,0.66
1,RAJABHAU (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),614517,2212,616729,49.85
2,GODSE HEMANT TUKARAM,Shiv Sena,453414,1314,454728,36.75
3,KARAN PANDHARINATH GAIKAR,Vanchit Bahujan Aaghadi,47114,79,47193,3.81
4,SHANTIGIRIJI MAUNGIRIJI MAHARAJ,Independent,44415,109,44524,3.6
5,ARUN MADHUKAR KALE,Bahujan Samaj Party,7698,53,7751,0.63
6,CHANDRAKANT KESHAVRAO THAKUR,Independent,6607,1,6608,0.53
7,AMOL SAMPATRAO KAMBLE,Rashtriya Kisan Bahujan Party,4980,17,4997,0.4
8,DARSHANA AMOL MEDHE,Prabuddha Republican Party,4730,6,4736,0.38
9,KANOJE PRAKASH GIRDHARI,Independent,3917,3,3920,0.32
10,VAMAN MAHADEV SANGALE,Dharmarajya Paksha,3861,0,3861,0.31
11,SUDHIR SHRIDHAR DESHMUKH,Independent,3162,5,3167,0.26
12,JITENDRA NARESH BHABHE (JITENDRA BHAVE),Independent,3125,7,3132,0.25
13,ARIF USMAN MANSURI,Independent,2538,5,2543,0.21
14,GANESH BALASAHEB BORASTE,Independent,2403,1,2404,0.19
15,JAYSHRI MAHENDRA PATIL,Sainik Samaj Party,2398,28,2426,0.2
16,SIDDHESHWARANAND SARASWATI,Independent,2378,10,2388,0.19
17,SUSHAMA ABHIJIT GORANE,Independent,2258,2,2260,0.18
18,KANTILAL KISAN JADHAV,Ambedkarite Party of India,2047,8,2055,0.17
19,CHANDRABHAN AABAJI PURKAR,Independent,1888,2,1890,0.15
20,YASHWANT VALU PARDHI,Bhartiya Asmita Party,1867,7,1874,0.15
21,KAILASH MARUTI CHAVAN,Aam Janta Party (India),1686,17,1703,0.14
22,KAMLAKAR BALASAHEB GAIKWAD,Dalit Soshit Pichhara Varg Adhikar Dal,1639,7,1646,0.13
23,DHANAJI ASHOK TOPALE,Independent,1376,0,1376,0.11
24,BHAGYASHRI NITIN ADSUL,Indian Peoples Adhikar Party,1242,2,1244,0.1
25,SOPAN NIVRUTTI SOMWANSHI,Independent,1210,1,1211,0.1
26,ADV. ZUNJAR MHASUJI AVHAD,Bahujan Republican Socialist Party,1205,5,1210,0.1
27,KOLAPPA HANUMANT DHOTRE,Independent,1198,2,1200,0.1
28,TILOTTAMA SUNIL JAGTAP,Independent,654,2,656,0.05
29,DEEPAK GAIKWAD,Independent,640,2,642,0.05
30,SACHINRAJE DATTATREYA DEORE,Independent,549,2,551,0.04
31,DEVIDAS PIRAJI SARKATE,Independent,392,2,394,0.03
32,NOTA,None of the Above,6144,41,6185,0.5
1,DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party,600208,1036,601244,43.69
2,BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey),416822,1116,417938,30.37
3,RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi,254011,506,254517,18.5
4,BHARAT SAMJI VANGA,Bahujan Samaj Party,15425,40,15465,1.12
5,MEENA KISHOR BHAD,Independent,14223,12,14235,1.03
6,VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan Aaghadi,10882,54,10936,0.79
7,MOHAN BARAKU GUHE,Bharat Adivasi Party,10737,24,10761,0.78
8,DINKAR DATTATRAYA WADHAN,Independent,10672,15,10687,0.78
9,AMAR KISAN KAVALE,Independent,9806,15,9821,0.71
10,COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag),7061,24,7085,0.51
11,NOTA,None of the Above,23312,73,23385,1.7
1,BALYA MAMA - SURESH GOPINATH MHATRE,Nationalist Congress Party – Sharadchandra Pawar,498199,1265,499464,39.85
2,KAPIL MORESHWAR PATIL,Bharatiya Janata Party,431907,1436,433343,34.57
3,NILESH BHAGWAN SAMBARE,Independent,230254,1163,231417,18.46
4,KANCHAN VINAYAK VAKHARE,New Rashtriya Samaj Party,24607,18,24625,1.96
5,TARA PINTYA WAGHE,Independent,6908,0,6908,0.55
6,MUMATAZ ABDULSATTAR ANSARI,Bahujan Samaj Party,6801,21,6822,0.54
